symbol,total_trades,winning_trades,losing_trades,hit_rate,avg_win_pct,avg_loss_pct,max_win_pct,max_loss_pct,win_loss_ratio,profit_factor,expected_value_pct,avg_mfe_pct,avg_mae_pct,mfe_mae_ratio,avg_holding_days,sharpe_ratio,sortino_ratio,max_drawdown_pct,annualized_return_pct,buy_hold_return_pct,strategy_return_pct,outperformance_pct,trades,market_cap_cr,sector,industry,pe_ratio,pb_ratio,debt_to_equity,roe
VIKASLIFE.NS,7,3,4,42.86,36.57,-17.6,79.65,-33.6,2.08,1.56,5.61,52.7,-16.45,3.2,174.57,0.16,0.47,55.8,0.93,-65.24,4.28,69.52,"[{'entry_time': datetime.date(2023, 5, 22), 'entry_price': 3.0, 'exit_time': datetime.date(2025, 2, 18), 'exit_price': 2.990000009536743, 'max_gain_pct': 155.00000317891437, 'max_loss_pct': -8.333333333333332, 'shares': 1, 'profit_pct': -0.33333301544189453, 'holding_days': 638}, {'entry_time': datetime.date(2025, 5, 23), 'entry_price': 2.7100000381469727, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(2.8499999046325684), 'max_gain_pct': 12.546122117466632, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(5.166046661066616), 'holding_days': 7}]",542.5030144,Consumer Defensive,Farm Products,0,1.0051993,11.28,0.0
FEDERALBNK.NS,5,4,1,80.0,31.49,-9.24,51.4,-9.24,3.41,13.63,23.34,38.0,-5.71,6.66,298.6,1.15,inf,9.24,24.06,261.96,165.62,-96.34,"[{'entry_time': datetime.date(2024, 12, 31), 'entry_price': 200.02000427246094, 'exit_time': datetime.date(2025, 2, 17), 'exit_price': 181.5399932861328, 'max_gain_pct': 3.0596915240792795, 'max_loss_pct': -9.729030246074478, 'shares': 1, 'profit_pct': -9.239081387657224, 'holding_days': 48}, {'entry_time': datetime.date(2025, 3, 13), 'entry_price': 176.60000610351562, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(202.05999755859375), 'max_gain_pct': 15.192517352767812, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(14.41675570506749), 'holding_days': 78}]",49642.7302912,Financial Services,Banks - Regional,12.042882,1.4384599,0.0,0.12757
ORIENTCER.NS,1,1,0,100.0,3.23,0.0,3.23,0.0,inf,inf,3.23,9.7,-2.98,3.26,38.0,0.0,0.0,0.0,2.38,-30.11,3.23,33.34,"[{'entry_time': datetime.date(2025, 4, 22), 'entry_price': 34.939998626708984, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(36.06999969482422), 'max_gain_pct': 9.702356432705473, 'max_loss_pct': -2.9765230157595917, 'shares': 1, 'profit_pct': np.float64(3.2341188109018244), 'holding_days': 38}]",428.422656,Basic Materials,Specialty Chemicals,39.733334,1.5114115,25.273,0.03554
UNIPARTS.NS,4,2,2,50.0,7.51,-5.04,13.87,-8.61,1.49,1.49,1.24,4.88,-2.56,1.91,21.25,0.15,0.35,9.95,1.86,-33.5,3.72,37.22,"[{'entry_time': datetime.date(2025, 1, 28), 'entry_price': 335.15625, 'exit_time': datetime.date(2025, 1, 29), 'exit_price': 339.0243835449219, 'max_gain_pct': 1.1541284236596736, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': 1.1541284236596736, 'holding_days': 1}, {'entry_time': datetime.date(2025, 4, 9), 'entry_price': 310.04998779296875, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(353.04998779296875), 'max_gain_pct': 15.965167537130458, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(13.868731395891107), 'holding_days': 51}]",1596.207104,Industrials,Farm & Heavy Construction Machinery,18.193947,1.8190306,13.388,0.0
INOXGREEN.NS,2,1,1,50.0,45.81,-28.73,45.81,-28.73,1.59,1.59,8.54,25.46,-24.69,1.03,82.0,0.23,inf,28.73,1.91,274.91,3.92,-270.99,"[{'entry_time': datetime.date(2024, 12, 2), 'entry_price': 171.47000122070312, 'exit_time': datetime.date(2025, 3, 10), 'exit_price': 122.19999694824219, 'max_gain_pct': 5.102933421419684, 'max_loss_pct': -32.60628871760856, 'shares': 1, 'profit_pct': -28.733891597192173, 'holding_days': 98}, {'entry_time': datetime.date(2025, 3, 25), 'entry_price': 125.86000061035156, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(183.52000427246094), 'max_gain_pct': 45.81281056927552, 'max_loss_pct': -16.772604884776506, 'shares': 1, 'profit_pct': np.float64(45.81281056927552), 'holding_days': 66}]",6734.761984,Utilities,Utilities - Renewable,166.81818,3.0509095,9.165,0.0116
FAIRCHEMOR.NS,6,1,5,16.67,6.55,-15.14,6.55,-26.99,0.43,0.09,-11.52,22.41,-14.56,1.54,151.33,-0.98,-1.22,54.52,-18.13,-46.35,-54.52,-8.17,"[{'entry_time': datetime.date(2023, 9, 5), 'entry_price': 1120.4818115234375, 'exit_time': datetime.date(2024, 10, 28), 'exit_price': 981.9500122070312, 'max_gain_pct': 34.302336412503905, 'max_loss_pct': -12.36359197371126, 'shares': 1, 'profit_pct': -12.36359197371126, 'holding_days': 419}, {'entry_time': datetime.date(2025, 1, 2), 'entry_price': 1163.050048828125, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(849.0999755859375), 'max_gain_pct': 3.5252137293069286, 'max_loss_pct': -33.49813165939419, 'shares': 1, 'profit_pct': np.float64(-26.993685573421345), 'holding_days': 148}]",1100.2660864,Basic Materials,Specialty Chemicals,50.0,3.6935048,14.877,0.0
NAHARCAP.NS,3,1,2,33.33,28.13,-21.23,28.13,-38.69,1.32,0.66,-4.78,29.27,-15.84,1.85,331.33,-0.18,-0.27,41.0,-5.99,347.58,-24.4,-371.98,"[{'entry_time': datetime.date(2023, 3, 21), 'entry_price': 251.54566955566406, 'exit_time': datetime.date(2025, 2, 21), 'exit_price': 242.0500030517578, 'max_gain_pct': 47.36887057600479, 'max_loss_pct': -7.849734220742278, 'shares': 1, 'profit_pct': -3.7749274398877977, 'holding_days': 703}, {'entry_time': datetime.date(2025, 4, 7), 'entry_price': 224.80999755859375, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(288.04998779296875), 'max_gain_pct': 31.80018282582921, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(28.13041720615309), 'holding_days': 53}]",483.965184,Financial Services,Capital Markets,12.913316,0.30936387,0.342,0.03208
VETO.NS,5,3,2,60.0,18.78,-10.22,28.33,-19.73,1.84,2.76,7.18,45.43,-7.36,6.17,250.6,0.41,0.75,20.29,6.28,193.45,31.79,-161.66,"[{'entry_time': datetime.date(2023, 4, 20), 'entry_price': 83.91020202636719, 'exit_time': datetime.date(2025, 2, 21), 'exit_price': 104.58999633789062, 'max_gain_pct': 128.4528905343182, 'max_loss_pct': -0.5287827785404224, 'shares': 1, 'profit_pct': 24.645148995142694, 'holding_days': 673}, {'entry_time': datetime.date(2025, 4, 7), 'entry_price': 103.63999938964844, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(133.0), 'max_gain_pct': 28.32883132309632, 'max_loss_pct': -4.293706073377932, 'shares': 1, 'profit_pct': np.float64(28.32883132309632), 'holding_days': 53}]",252.3180032,Industrials,Electrical Equipment & Parts,15.172414,0.9724402,8.581,0.08479
TITAN.NS,6,3,3,50.0,17.34,-8.03,31.08,-12.06,2.16,2.16,4.65,19.29,-8.35,2.31,181.83,0.31,0.99,13.33,4.85,177.41,23.95,-153.46,"[{'entry_time': datetime.date(2024, 6, 18), 'entry_price': 3577.294677734375, 'exit_time': datetime.date(2024, 11, 12), 'exit_price': 3198.449951171875, 'max_gain_pct': 6.895022514435835, 'max_loss_pct': -12.759490654183603, 'shares': 1, 'profit_pct': -10.5902577419883, 'holding_days': 147}, {'entry_time': datetime.date(2024, 11, 28), 'entry_price': 3212.35009765625, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(3555.0), 'max_gain_pct': 13.21306639278067, 'max_loss_pct': -7.016674385797124, 'shares': 1, 'profit_pct': np.float64(10.666642549134025), 'holding_days': 183}]",314900.9780736,Consumer Cyclical,Luxury Goods,94.21444,27.08807,178.742,0.31755
KOLTEPATIL.NS,5,3,2,60.0,15.41,-19.81,24.93,-34.94,0.78,1.17,1.32,24.53,-12.85,1.91,156.4,0.06,0.09,34.94,-1.3,128.18,-5.75,-133.93,"[{'entry_time': datetime.date(2025, 1, 20), 'entry_price': 310.45001220703125, 'exit_time': datetime.date(2025, 1, 23), 'exit_price': 316.25, 'max_gain_pct': 4.042514833144693, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': 1.868251752266283, 'holding_days': 3}, {'entry_time': datetime.date(2025, 3, 19), 'entry_price': 341.8500061035156, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(408.25), 'max_gain_pct': 19.423721723257124, 'max_loss_pct': -5.514116064636738, 'shares': 1, 'profit_pct': np.float64(19.423721723257124), 'holding_days': 72}]",3086.918656,Real Estate,Real Estate - Development,29.010714,3.7187772,136.027,0.13902001
AUTOIND.NS,3,2,1,66.67,44.6,-32.54,83.65,-32.54,1.37,2.74,18.89,71.68,-21.58,3.32,435.33,0.39,inf,32.55,6.1,191.43,30.76,-160.67,"[{'entry_time': datetime.date(2024, 6, 6), 'entry_price': 116.94999694824219, 'exit_time': datetime.date(2025, 2, 20), 'exit_price': 78.88999938964844, 'max_gain_pct': 29.097904803159008, 'max_loss_pct': -36.57973484020675, 'shares': 1, 'profit_pct': -32.543820907868614, 'holding_days': 259}, {'entry_time': datetime.date(2025, 4, 21), 'entry_price': 85.04000091552734, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(89.76000213623047), 'max_gain_pct': 7.937441118685978, 'max_loss_pct': -13.652399441862787, 'shares': 1, 'profit_pct': np.float64(5.550330632512147), 'holding_days': 39}]",386.9379584,Consumer Cyclical,Auto Parts,20.890444,2.5277112,188.053,0.10277
BIGBLOC.NS,4,3,1,75.0,164.25,-1.06,427.86,-1.06,154.42,463.27,122.92,210.02,-8.59,24.46,352.5,0.7,inf,1.06,63.01,631.55,815.28,183.73,"[{'entry_time': datetime.date(2022, 5, 20), 'entry_price': 60.06300354003906, 'exit_time': datetime.date(2025, 1, 30), 'exit_price': 82.11000061035156, 'max_gain_pct': 138.0500263065034, 'max_loss_pct': -21.407872999162407, 'shares': 1, 'profit_pct': 36.70645117774635, 'holding_days': 986}, {'entry_time': datetime.date(2025, 4, 17), 'entry_price': 66.75, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(66.04000091552734), 'max_gain_pct': 11.235955056179774, 'max_loss_pct': -7.071162877457865, 'shares': 1, 'profit_pct': np.float64(-1.0636690404084739), 'holding_days': 43}]",935.8173184,Industrials,Building Products & Equipment,54.180325,6.797614,126.053,0.02485
AVTNPL.NS,3,1,2,33.33,7.51,-16.91,7.51,-28.27,0.44,0.22,-8.77,14.76,-12.64,1.17,244.0,-0.59,-0.77,32.25,-6.75,53.2,-27.16,-80.36,"[{'entry_time': datetime.date(2023, 4, 19), 'entry_price': 81.56906127929688, 'exit_time': datetime.date(2025, 3, 5), 'exit_price': 58.5099983215332, 'max_gain_pct': 33.78768208526089, 'max_loss_pct': -31.45685512308, 'shares': 1, 'profit_pct': -28.26937394658521, 'holding_days': 686}, {'entry_time': datetime.date(2025, 4, 21), 'entry_price': 61.2599983215332, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(65.86000061035156), 'max_gain_pct': 10.47992517065727, 'max_loss_pct': -0.8978113812112517, 'shares': 1, 'profit_pct': np.float64(7.508982067995642), 'holding_days': 39}]",997.4601728,Basic Materials,Specialty Chemicals,20.66246,2.123039,20.148,0.0
TCS.NS,4,1,3,25.0,18.86,-5.6,18.86,-9.49,3.37,1.12,0.52,14.4,-5.18,2.78,267.5,0.05,0.15,15.21,-0.05,39.6,-0.21,-39.81,"[{'entry_time': datetime.date(2022, 6, 17), 'entry_price': 2930.5595703125, 'exit_time': datetime.date(2025, 2, 28), 'exit_price': 3483.25, 'max_gain_pct': 52.578032605627726, 'max_loss_pct': -3.2043378421023347, 'shares': 1, 'profit_pct': 18.859552806447947, 'holding_days': 987}, {'entry_time': datetime.date(2025, 5, 28), 'entry_price': 3497.699951171875, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(3463.39990234375), 'max_gain_pct': 0.011440274750866902, 'max_loss_pct': -0.9806458331748283, 'shares': 1, 'profit_pct': np.float64(-0.9806458331748283), 'holding_days': 2}]",1251859.1299584,Technology,Information Technology Services,25.815117,13.211402,9.807,0.52164
BAFNAPH.NS,5,0,5,0.0,0.0,-11.23,0.0,-22.2,0.0,0.0,-11.23,19.43,-17.98,1.08,284.8,-1.63,-1.63,45.73,-13.27,-35.64,-45.73,-10.09,"[{'entry_time': datetime.date(2023, 10, 6), 'entry_price': 92.4000015258789, 'exit_time': datetime.date(2024, 5, 27), 'exit_price': 89.94999694824219, 'max_gain_pct': 18.668830860537064, 'max_loss_pct': -15.53030112245401, 'shares': 1, 'profit_pct': -2.6515200618806642, 'holding_days': 234}, {'entry_time': datetime.date(2024, 7, 5), 'entry_price': 88.2300033569336, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(74.9800033569336), 'max_gain_pct': 3.524870069850939, 'max_loss_pct': -19.562508760659686, 'shares': 1, 'profit_pct': np.float64(-15.01756714934857), 'holding_days': 329}]",177.3989376,Healthcare,Drug Manufacturers - Specialty & Generic,42.602276,2.1366086,22.747,0.0
WHEELS.NS,4,3,1,75.0,15.09,-13.45,25.93,-13.45,1.12,3.37,7.96,34.88,-4.22,8.26,265.75,0.52,inf,13.45,6.0,80.91,30.23,-50.68,"[{'entry_time': datetime.date(2025, 3, 26), 'entry_price': 574.9000244140625, 'exit_time': datetime.date(2025, 3, 27), 'exit_price': 578.8499755859375, 'max_gain_pct': 0.6870674907173271, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': 0.6870674907173271, 'holding_days': 1}, {'entry_time': datetime.date(2025, 4, 7), 'entry_price': 587.5, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(739.8499755859375), 'max_gain_pct': 35.05532122672872, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(25.931910738031917), 'holding_days': 53}]",1805.6433664,Consumer Cyclical,Auto Parts,16.16773,1.9317306,79.017,0.12595999
MONQ50.NS,2,1,1,50.0,2.62,-18.85,2.62,-18.85,0.14,0.14,-8.11,2.38,-10.48,0.23,30.0,-0.76,-inf,18.85,-6.04,42.4,-16.72,-59.12,"[{'entry_time': datetime.date(2025, 3, 4), 'entry_price': 84.56999969482422, 'exit_time': datetime.date(2025, 4, 16), 'exit_price': 68.62999725341797, 'max_gain_pct': 1.135153231567777, 'max_loss_pct': -20.964885208600386, 'shares': 1, 'profit_pct': -18.848294311134776, 'holding_days': 43}, {'entry_time': datetime.date(2025, 5, 13), 'entry_price': 72.0999984741211, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(73.98999786376953), 'max_gain_pct': 3.6338457725799134, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(2.6213584322429857), 'holding_days': 17}]",0.0,Unknown,Unknown,19.31162,0.0,0.0,0.0
DELTAMAGNT.NS,1,1,0,100.0,39.29,0.0,39.29,0.0,inf,inf,39.29,64.35,-5.02,12.83,31.0,0.0,0.0,0.0,7.59,329.43,39.29,-290.14,"[{'entry_time': datetime.date(2025, 4, 29), 'entry_price': 59.810001373291016, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(83.30999755859375), 'max_gain_pct': 64.35378832085271, 'max_loss_pct': -5.015883516330584, 'shares': 1, 'profit_pct': np.float64(39.29108116656386), 'holding_days': 31}]",90.1238272,Industrials,Specialty Industrial Machinery,0,4.294862,187.693,0.0
CIPLA.NS,3,3,0,100.0,18.13,0.0,26.0,0.0,inf,inf,18.13,35.4,-3.27,10.84,435.0,2.05,0.0,0.0,11.45,104.44,63.41,-41.03,"[{'entry_time': datetime.date(2023, 5, 10), 'entry_price': 921.302978515625, 'exit_time': datetime.date(2023, 11, 23), 'exit_price': 1160.8074951171875, 'max_gain_pct': 36.850699467386676, 'max_loss_pct': -3.166040262800779, 'shares': 1, 'profit_pct': 25.996281591040205, 'holding_days': 197}, {'entry_time': datetime.date(2023, 12, 6), 'entry_price': 1195.0670166015625, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(1465.699951171875), 'max_gain_pct': 40.61972899050244, 'max_loss_pct': -0.5434735422072486, 'shares': 1, 'profit_pct': np.float64(22.64583749787666), 'holding_days': 541}]",118237.7443328,Healthcare,Drug Manufacturers - Specialty & Generic,22.445568,3.7901208,1.4,0.18141001
INDUSINDBK.NS,5,2,3,40.0,32.2,-24.72,59.69,-37.77,1.3,0.87,-1.95,19.24,-18.19,1.06,209.2,-0.06,-0.14,59.3,-8.14,7.88,-31.94,-39.82,"[{'entry_time': datetime.date(2025, 5, 9), 'entry_price': 818.2000122070312, 'exit_time': datetime.date(2025, 5, 13), 'exit_price': 770.0999755859375, 'max_gain_pct': 0, 'max_loss_pct': -5.878762637921212, 'shares': 1, 'profit_pct': -5.878762637921212, 'holding_days': 4}, {'entry_time': datetime.date(2025, 5, 16), 'entry_price': 780.2000122070312, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(816.9500122070312), 'max_gain_pct': 5.633172458265589, 'max_loss_pct': -1.3137656805470665, 'shares': 1, 'profit_pct': np.float64(4.710330610741922), 'holding_days': 14}]",63761.678336,Financial Services,Banks - Regional,24.734058,0.98322356,0.0,0.04023
ITBEES.NS,2,2,0,100.0,18.73,0.0,32.78,0.0,inf,inf,18.73,34.85,-4.9,7.11,514.0,1.33,0.0,0.0,7.71,66.38,38.99,-27.39,"[{'entry_time': datetime.date(2022, 6, 8), 'entry_price': 30.3799991607666, 'exit_time': datetime.date(2025, 3, 11), 'exit_price': 40.34000015258789, 'max_gain_pct': 62.90323583148505, 'max_loss_pct': -9.809083688470817, 'shares': 1, 'profit_pct': 32.784730964324226, 'holding_days': 1007}, {'entry_time': datetime.date(2025, 5, 9), 'entry_price': 38.720001220703125, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(40.529998779296875), 'max_gain_pct': 6.792348064317055, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(4.674580324201968), 'holding_days': 21}]",0.0,Unknown,Unknown,27.934847,0.0,0.0,0.0
SONATSOFTW.NS,4,3,1,75.0,42.03,-33.13,119.42,-33.13,1.27,3.81,23.24,68.04,-10.77,6.32,237.25,0.4,inf,33.14,10.42,244.36,56.68,-187.68,"[{'entry_time': datetime.date(2024, 7, 4), 'entry_price': 643.6094360351562, 'exit_time': datetime.date(2025, 2, 13), 'exit_price': 430.3500061035156, 'max_gain_pct': 16.996420164179888, 'max_loss_pct': -33.13491350365963, 'shares': 1, 'profit_pct': -33.13491350365963, 'holding_days': 224}, {'entry_time': datetime.date(2025, 5, 12), 'entry_price': 396.6000061035156, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(409.04998779296875), 'max_gain_pct': 3.1391783907848922, 'max_loss_pct': -1.916289961309775, 'shares': 1, 'profit_pct': np.float64(3.1391783907848922), 'holding_days': 18}]",11354.3307264,Technology,Information Technology Services,26.732025,6.6615634,30.248,0.27290002
QUICKHEAL.NS,6,1,5,16.67,247.82,-9.39,247.82,-23.31,26.4,5.28,33.48,94.18,-9.43,9.99,181.83,0.35,3.2,40.78,17.2,96.06,105.23,9.17,"[{'entry_time': datetime.date(2023, 4, 25), 'entry_price': 133.08729553222656, 'exit_time': datetime.date(2025, 1, 31), 'exit_price': 462.8999938964844, 'max_gain_pct': 509.90044839440094, 'max_loss_pct': -0.8839706540087265, 'shares': 1, 'profit_pct': 247.81681605694286, 'holding_days': 647}, {'entry_time': datetime.date(2025, 5, 21), 'entry_price': 286.70001220703125, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(285.6499938964844), 'max_gain_pct': 1.7614187575695193, 'max_loss_pct': -0.36624285519340605, 'shares': 1, 'profit_pct': np.float64(-0.36624285519340605), 'holding_days': 9}]",1548.0065024,Technology,Software - Application,304.2553,3.5090303,0.02,0.011469999
GODREJCP.NS,5,4,1,80.0,14.69,-5.76,29.42,-5.76,2.55,10.2,10.6,23.51,-3.09,7.6,205.4,0.86,inf,5.76,10.99,86.5,60.42,-26.08,"[{'entry_time': datetime.date(2025, 1, 31), 'entry_price': 1112.2161865234375, 'exit_time': datetime.date(2025, 2, 21), 'exit_price': 1048.1201171875, 'max_gain_pct': 6.283171125885236, 'max_loss_pct': -9.04535863531723, 'shares': 1, 'profit_pct': -5.762914630499025, 'holding_days': 21}, {'entry_time': datetime.date(2025, 3, 24), 'entry_price': 1102.0103759765625, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(1231.4000244140625), 'max_gain_pct': 17.920849778608407, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(11.741236857487797), 'holding_days': 67}]",125962.8396544,Consumer Defensive,Household & Personal Products,68.022095,10.483205,33.36,0.15057999
TOP10ADD.NS,1,1,0,100.0,5.74,0.0,5.74,0.0,inf,inf,5.74,6.77,0.0,inf,44.0,0.0,0.0,0.0,27.1,9.54,5.74,-3.8,"[{'entry_time': datetime.date(2025, 4, 16), 'entry_price': 92.4800033569336, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(97.79000091552734), 'max_gain_pct': 6.76902495631949, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(5.741779158570541), 'holding_days': 44}]",0.0,Unknown,Unknown,23.394085,0.0,0.0,0.0
LOYALTEX.NS,2,0,2,0.0,0.0,-12.64,0.0,-24.16,0.0,0.0,-12.64,16.92,-14.41,1.17,132.0,-1.1,-1.1,25.01,-11.66,-59.2,-25.01,34.19,"[{'entry_time': datetime.date(2024, 4, 2), 'entry_price': 560.9500122070312, 'exit_time': datetime.date(2024, 11, 13), 'exit_price': 425.3999938964844, 'max_gain_pct': 28.121935389454777, 'max_loss_pct': -24.164366763667896, 'shares': 1, 'profit_pct': -24.164366763667896, 'holding_days': 225}, {'entry_time': datetime.date(2025, 4, 21), 'entry_price': 291.55999755859375, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(288.29998779296875), 'max_gain_pct': 5.714091028129219, 'max_loss_pct': -4.650842938722636, 'shares': 1, 'profit_pct': np.float64(-1.1181265581434392), 'holding_days': 39}]",140.6403456,Consumer Cyclical,Textile Manufacturing,0,0.5489176,184.44,0.0
ONGC.NS,5,1,4,20.0,104.24,-7.74,104.24,-17.35,13.47,3.37,14.66,35.23,-10.46,3.37,197.2,0.33,2.6,17.35,8.85,342.66,46.84,-295.82,"[{'entry_time': datetime.date(2024, 12, 9), 'entry_price': 253.8463134765625, 'exit_time': datetime.date(2025, 1, 2), 'exit_price': 241.2667694091797, 'max_gain_pct': 0, 'max_loss_pct': -10.139052055076462, 'shares': 1, 'profit_pct': -4.955574849639987, 'holding_days': 24}, {'entry_time': datetime.date(2025, 1, 3), 'entry_price': 253.83653259277344, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(239.39999389648438), 'max_gain_pct': 4.805123474107765, 'max_loss_pct': -13.393082511658399, 'shares': 1, 'profit_pct': np.float64(-5.6873368655131324), 'holding_days': 147}]",300982.9666816,Energy,Oil & Gas Integrated,8.305555,0.87632525,50.187,0.103690006
LALPATHLAB.NS,6,4,2,66.67,6.41,-18.59,11.59,-27.68,0.34,0.69,-1.93,25.55,-7.46,3.43,162.83,-0.15,-0.21,34.55,-3.84,34.22,-16.25,-50.47,"[{'entry_time': datetime.date(2024, 4, 9), 'entry_price': 2270.279296875, 'exit_time': datetime.date(2025, 3, 3), 'exit_price': 2349.699951171875, 'max_gain_pct': 58.169090996685256, 'max_loss_pct': -3.469359926977597, 'shares': 1, 'profit_pct': 3.498276815817162, 'holding_days': 328}, {'entry_time': datetime.date(2025, 4, 2), 'entry_price': 2497.14990234375, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(2786.60009765625), 'max_gain_pct': 16.580904832325448, 'max_loss_pct': -1.3635466839832833, 'shares': 1, 'profit_pct': np.float64(11.59122225865699), 'holding_days': 58}]",23141.0941952,Healthcare,Diagnostics & Research,47.433357,10.649939,7.133,0.24057
PRUDENT.NS,2,2,0,100.0,13.73,0.0,26.97,0.0,inf,inf,13.73,16.1,-7.61,2.12,34.5,1.04,0.0,0.0,10.03,272.29,27.59,-244.7,"[{'entry_time': datetime.date(2025, 2, 5), 'entry_price': 2356.800048828125, 'exit_time': datetime.date(2025, 2, 10), 'exit_price': 2368.39990234375, 'max_gain_pct': 5.229548432048097, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': 0.4921865782119621, 'holding_days': 5}, {'entry_time': datetime.date(2025, 3, 27), 'entry_price': 2325.550048828125, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(2952.699951171875), 'max_gain_pct': 26.96780929998815, 'max_loss_pct': -15.222205180163083, 'shares': 1, 'profit_pct': np.float64(26.96780929998815), 'holding_days': 64}]",12335.824896,Financial Services,Asset Management,62.95512,18.450504,4.573,0.34054002
HINDZINC.NS,8,3,5,37.5,22.28,-6.64,34.31,-17.33,3.36,2.01,4.2,21.51,-7.48,2.88,120.25,0.25,0.73,26.87,5.3,212.6,26.35,-186.25,"[{'entry_time': datetime.date(2025, 2, 3), 'entry_price': 432.54998779296875, 'exit_time': datetime.date(2025, 3, 6), 'exit_price': 426.1000061035156, 'max_gain_pct': 8.06843726713193, 'max_loss_pct': -10.42653493439091, 'shares': 1, 'profit_pct': -1.4911529005845856, 'holding_days': 31}, {'entry_time': datetime.date(2025, 3, 17), 'entry_price': 435.3500061035156, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(458.20001220703125), 'max_gain_pct': 6.75318559418919, 'max_loss_pct': -7.982083269280419, 'shares': 1, 'profit_pct': np.float64(5.24865183947705), 'holding_days': 74}]",193202.6707968,Basic Materials,Other Industrial Metals & Mining,18.65361,14.498178,86.568,0.72599
DCBBANK.NS,6,2,4,33.33,29.89,-10.89,38.49,-15.24,2.74,1.37,2.7,23.79,-12.4,1.92,224.83,0.13,0.5,37.4,1.11,67.11,5.15,-61.96,"[{'entry_time': datetime.date(2022, 4, 13), 'entry_price': 81.72511291503906, 'exit_time': datetime.date(2024, 3, 13), 'exit_price': 113.18466186523438, 'max_gain_pct': 94.04959393659783, 'max_loss_pct': -14.497183219294776, 'shares': 1, 'profit_pct': 38.49434748765715, 'holding_days': 700}, {'entry_time': datetime.date(2024, 3, 15), 'entry_price': 121.20561981201172, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(147.0), 'max_gain_pct': 21.281505121623088, 'max_loss_pct': -15.911491293042474, 'shares': 1, 'profit_pct': np.float64(21.281505121623088), 'holding_days': 441}]",4612.5707264,Financial Services,Banks - Regional,7.526937,0.8093436,0.0,0.114350006
