symbol,total_trades,winning_trades,losing_trades,hit_rate,avg_win_pct,avg_loss_pct,max_win_pct,max_loss_pct,win_loss_ratio,profit_factor,expected_value_pct,avg_mfe_pct,avg_mae_pct,mfe_mae_ratio,avg_holding_days,sharpe_ratio,sortino_ratio,max_drawdown_pct,annualized_return_pct,buy_hold_return_pct,strategy_return_pct,outperformance_pct,trades,market_cap_cr,sector,industry,pe_ratio,pb_ratio,debt_to_equity,roe
HONASA.NS,2,1,1,50.0,47.53,-11.15,47.53,-11.15,4.26,4.26,18.19,26.75,-7.31,3.66,40.0,0.62,inf,11.15,29.1,-26.48,31.08,57.56,"[{'entry_time': datetime.date(2024, 11, 18), 'entry_price': 297.25, 'exit_time': datetime.date(2024, 11, 19), 'exit_price': 264.1000061035156, 'max_gain_pct': 0, 'max_loss_pct': -11.152226710339571, 'shares': 1, 'profit_pct': -11.152226710339571, 'holding_days': 1}, {'entry_time': datetime.date(2025, 3, 12), 'entry_price': 214.5, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(316.45001220703125), 'max_gain_pct': 53.4965034965035, 'max_loss_pct': -3.4592066055689106, 'shares': 1, 'profit_pct': np.float64(47.52914322006119), 'holding_days': 79}]",10156.9421312,Consumer Defensive,Household & Personal Products,140.54054,8.578734,11.561,0.0639
MUFTI.NS,1,1,0,100.0,34.18,0.0,34.18,0.0,inf,inf,34.18,41.92,-6.06,6.92,65.0,0.0,0.0,0.0,37.4,4.62,34.18,29.56,"[{'entry_time': datetime.date(2025, 3, 26), 'entry_price': 128.11000061035156, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(171.89999389648438), 'max_gain_pct': 41.917099908204285, 'max_loss_pct': -6.057296151166706, 'shares': 1, 'profit_pct': np.float64(34.18155731598247), 'holding_days': 65}]",1130.3288832,Consumer Cyclical,Apparel Retail,16.45152,2.7404876,57.779,0.18188
APOLLOPIPE.NS,3,1,2,33.33,12.34,-10.24,12.34,-10.51,1.2,0.6,-2.72,6.71,-9.98,0.67,29.0,-0.26,-10.34,19.44,-2.18,101.18,-9.5,-110.68,"[{'entry_time': datetime.date(2025, 2, 6), 'entry_price': 417.25, 'exit_time': datetime.date(2025, 2, 11), 'exit_price': 375.6000061035156, 'max_gain_pct': 0, 'max_loss_pct': -9.982023701973487, 'shares': 1, 'profit_pct': -9.982023701973487, 'holding_days': 5}, {'entry_time': datetime.date(2025, 4, 2), 'entry_price': 407.1499938964844, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(457.3999938964844), 'max_gain_pct': 20.127720357492276, 'max_loss_pct': -7.884073826531083, 'shares': 1, 'profit_pct': np.float64(12.341888923809192), 'holding_days': 58}]",2098.5458688,Industrials,Building Products & Equipment,58.900387,2.5297956,11.583,0.049879998
SIGMA.NS,5,3,2,60.0,27.69,-9.67,58.87,-10.52,2.86,4.29,12.75,61.81,-8.62,7.17,237.6,0.5,15.07,18.42,14.65,156.54,62.18,-94.36,"[{'entry_time': datetime.date(2022, 11, 14), 'entry_price': 223.45144653320312, 'exit_time': datetime.date(2025, 3, 24), 'exit_price': 266.95001220703125, 'max_gain_pct': 148.83515656870742, 'max_loss_pct': -20.982143405876243, 'shares': 1, 'profit_pct': 19.46667446046924, 'holding_days': 861}, {'entry_time': datetime.date(2025, 4, 7), 'entry_price': 234.33999633789062, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(372.29998779296875), 'max_gain_pct': 66.91559273240418, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(58.871722117873595), 'holding_days': 53}]",390.2317312,Technology,Information Technology Services,20.021528,7.735496,7.392,0.47932997
COSMOFIRST.NS,5,3,2,60.0,42.8,-19.91,97.13,-28.54,2.15,3.22,17.71,41.91,-10.53,3.98,154.0,0.41,2.05,36.61,11.87,341.68,66.24,-275.44,"[{'entry_time': datetime.date(2025, 4, 9), 'entry_price': 537.9000244140625, 'exit_time': datetime.date(2025, 4, 16), 'exit_price': 578.0499877929688, 'max_gain_pct': 7.780251661361219, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': 7.464205531993018, 'holding_days': 7}, {'entry_time': datetime.date(2025, 4, 23), 'entry_price': 602.9500122070312, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(1188.5999755859375), 'max_gain_pct': 97.13076565587915, 'max_loss_pct': -5.622360681273601, 'shares': 1, 'profit_pct': np.float64(97.13076565587915), 'holding_days': 37}]",3051.6758528,Consumer Cyclical,Packaging & Containers,23.29064,2.086308,98.073,0.094790004
RPOWER.NS,1,1,0,100.0,357.48,0.0,357.48,0.0,inf,inf,357.48,357.48,-10.24,34.92,774.0,0.0,0.0,0.0,39.88,1774.19,357.48,-1416.71,"[{'entry_time': datetime.date(2023, 4, 17), 'entry_price': 12.699999809265137, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(58.099998474121094), 'max_gain_pct': 357.4803098165003, 'max_loss_pct': -10.236222128022893, 'shares': 1, 'profit_pct': np.float64(357.4803098165003), 'holding_days': 774}]",23972.1742336,Utilities,Utilities - Independent Power Producers,8.298572,1.4283257,92.752,0.21090001
HPL.NS,1,1,0,100.0,36.78,0.0,36.78,0.0,inf,inf,36.78,38.48,-6.65,5.79,64.0,0.0,0.0,0.0,7.16,1499.77,36.78,-1462.99,"[{'entry_time': datetime.date(2025, 3, 27), 'entry_price': 418.95001220703125, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(573.0499877929688), 'max_gain_pct': 38.4771470366664, 'max_loss_pct': -6.647572572393928, 'shares': 1, 'profit_pct': np.float64(36.78242537197645), 'holding_days': 64}]",3677.9884544,Industrials,Electrical Equipment & Parts,39.285713,4.0162053,69.699,0.107580006
LYPSAGEMS.NS,2,1,1,50.0,75.58,-35.48,75.58,-35.48,2.13,2.13,20.05,86.12,-27.69,3.11,525.5,0.36,inf,35.48,2.79,192.63,13.28,-179.35,"[{'entry_time': datetime.date(2022, 7, 7), 'entry_price': 6.199999809265137, 'exit_time': datetime.date(2023, 4, 5), 'exit_price': 4.0, 'max_gain_pct': 18.54838920557543, 'max_loss_pct': -42.741934491493915, 'shares': 1, 'profit_pct': -35.48386898298783, 'holding_days': 272}, {'entry_time': datetime.date(2023, 4, 12), 'entry_price': 4.75, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(8.34000015258789), 'max_gain_pct': 153.6842145417866, 'max_loss_pct': -12.63157693963302, 'shares': 1, 'profit_pct': np.float64(75.5789505807977), 'holding_days': 779}]",24.6191808,Consumer Cyclical,Luxury Goods,0,1.4916831,78.686,-0.62971
NAHARPOLY.NS,6,2,4,33.33,30.34,-18.22,59.46,-31.99,1.67,0.83,-2.03,29.33,-18.17,1.61,157.67,-0.07,-0.21,56.58,-7.55,296.07,-29.92,-325.99,"[{'entry_time': datetime.date(2024, 4, 12), 'entry_price': 203.07989501953125, 'exit_time': datetime.date(2025, 2, 21), 'exit_price': 205.57000732421875, 'max_gain_pct': 72.20993483829491, 'max_loss_pct': -14.888402202291914, 'shares': 1, 'profit_pct': 1.226173720666939, 'holding_days': 315}, {'entry_time': datetime.date(2025, 3, 20), 'entry_price': 198.2899932861328, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(316.19000244140625), 'max_gain_pct': 78.95002690622712, 'max_loss_pct': -2.965348642449446, 'shares': 1, 'profit_pct': np.float64(59.45837568572788), 'holding_days': 71}]",772.3090944,Consumer Cyclical,Packaging & Containers,16.30841,0.8986071,12.891,0.0
CENTUM.NS,2,2,0,100.0,96.4,0.0,136.22,0.0,inf,inf,96.4,217.86,-12.9,16.89,561.0,2.42,0.0,0.0,33.46,783.71,269.85,-513.86,"[{'entry_time': datetime.date(2022, 4, 11), 'entry_price': 491.9737548828125, 'exit_time': datetime.date(2025, 3, 4), 'exit_price': 1162.1500244140625, 'max_gain_pct': 369.50677241033986, 'max_loss_pct': -20.41450168463537, 'shares': 1, 'profit_pct': 136.22195551689236, 'holding_days': 1058}, {'entry_time': datetime.date(2025, 3, 27), 'entry_price': 1593.8499755859375, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(2495.5), 'max_gain_pct': 66.21388410147985, 'max_loss_pct': -5.3769145455719345, 'shares': 1, 'profit_pct': np.float64(56.57057051951169), 'holding_days': 64}]",3692.9777664,Technology,Electronic Components,0,7.883063,47.517,-0.0065200003
VENUSPIPES.NS,4,3,1,75.0,35.81,-6.51,81.4,-6.51,5.5,16.51,25.23,56.35,-6.11,9.23,193.0,0.74,inf,6.51,35.31,99.43,115.43,16.0,"[{'entry_time': datetime.date(2024, 3, 22), 'entry_price': 1790.56689453125, 'exit_time': datetime.date(2024, 11, 14), 'exit_price': 1674.037353515625, 'max_gain_pct': 35.63493688849524, 'max_loss_pct': -6.507969144941167, 'shares': 1, 'profit_pct': -6.507969144941167, 'holding_days': 237}, {'entry_time': datetime.date(2025, 3, 11), 'entry_price': 1360.1500244140625, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(1423.199951171875), 'max_gain_pct': 11.002464561108255, 'max_loss_pct': -15.836490133274411, 'shares': 1, 'profit_pct': np.float64(4.635512673315115), 'holding_days': 80}]",2913.1661312,Basic Materials,Steel,31.206217,5.457504,36.04,0.19815001
SEAMECLTD.NS,2,1,1,50.0,48.14,-1.05,48.14,-1.05,45.71,45.71,23.54,81.6,-9.42,8.66,396.5,0.96,inf,1.05,8.81,134.57,46.58,-87.99,"[{'entry_time': datetime.date(2023, 3, 24), 'entry_price': 635.5078735351562, 'exit_time': datetime.date(2025, 2, 27), 'exit_price': 941.4500122070312, 'max_gain_pct': 152.95517424288772, 'max_loss_pct': -7.054203253291992, 'shares': 1, 'profit_pct': 48.14136085679044, 'holding_days': 706}, {'entry_time': datetime.date(2025, 3, 4), 'entry_price': 935.2999877929688, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(925.4500122070312), 'max_gain_pct': 10.248052803600636, 'max_loss_pct': -11.79300643991711, 'shares': 1, 'profit_pct': np.float64(-1.0531354340312276), 'holding_days': 87}]",2339.1000576,Industrials,Marine Shipping,26.09189,2.622577,25.664,0.0
ONMOBILE.NS,6,3,3,50.0,19.43,-18.8,40.68,-26.78,1.03,1.03,0.31,21.05,-11.85,1.78,98.17,0.01,0.06,27.28,-2.8,44.5,-12.06,-56.56,"[{'entry_time': datetime.date(2024, 6, 20), 'entry_price': 73.4000015258789, 'exit_time': datetime.date(2025, 2, 20), 'exit_price': 53.7400016784668, 'max_gain_pct': 24.795635653802197, 'max_loss_pct': -32.397823024036235, 'shares': 1, 'profit_pct': -26.784740379713085, 'holding_days': 245}, {'entry_time': datetime.date(2025, 4, 28), 'entry_price': 49.459999084472656, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(58.06999969482422), 'max_gain_pct': 19.57137178398108, 'max_loss_pct': -8.734330317002428, 'shares': 1, 'profit_pct': np.float64(17.408008026135533), 'holding_days': 32}]",611.4520576,Communication Services,Telecom Services,0,0.9764338,7.031,-0.06366
IFCI.NS,6,2,4,33.33,253.77,-11.34,450.05,-28.27,22.37,11.18,77.03,145.4,-11.04,13.17,163.67,0.46,7.19,31.16,43.81,1014.38,418.73,-595.65,"[{'entry_time': datetime.date(2025, 4, 4), 'entry_price': 43.11000061035156, 'exit_time': datetime.date(2025, 4, 8), 'exit_price': 41.369998931884766, 'max_gain_pct': 0, 'max_loss_pct': -6.239857117423299, 'shares': 1, 'profit_pct': -4.036190335958817, 'holding_days': 4}, {'entry_time': datetime.date(2025, 4, 15), 'entry_price': 42.810001373291016, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(67.41999816894531), 'max_gain_pct': 67.62438643835512, 'max_loss_pct': -8.339172110028304, 'shares': 1, 'profit_pct': np.float64(57.48655922961118), 'holding_days': 45}]",18054.5568768,Financial Services,Credit Services,103.07693,2.014008,24.627,0.030639999
TBOTEK.NS,2,1,1,50.0,5.42,-1.13,5.42,-1.13,4.81,4.81,2.15,3.85,-3.57,1.08,11.0,0.66,inf,1.13,7.62,-16.89,4.23,21.12,"[{'entry_time': datetime.date(2025, 3, 24), 'entry_price': 1211.8499755859375, 'exit_time': datetime.date(2025, 4, 1), 'exit_price': 1198.199951171875, 'max_gain_pct': 0.9737219182118314, 'max_loss_pct': -1.33267522708443, 'shares': 1, 'profit_pct': -1.1263790641628408, 'holding_days': 8}, {'entry_time': datetime.date(2025, 5, 16), 'entry_price': 1237.5999755859375, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(1304.699951171875), 'max_gain_pct': 6.730773308935052, 'max_loss_pct': -5.801545586151056, 'shares': 1, 'profit_pct': np.float64(5.42178223251574), 'holding_days': 14}]",13872.2803712,Consumer Cyclical,Travel Services,60.613094,11.611457,17.921,0.26426
VCL.NS,7,3,4,42.86,18.91,-28.53,21.65,-61.74,0.66,0.5,-8.2,17.04,-19.4,0.88,99.43,-0.28,-0.34,75.53,-33.74,-78.63,-66.21,12.42,"[{'entry_time': datetime.date(2024, 3, 28), 'entry_price': 0.949999988079071, 'exit_time': datetime.date(2024, 4, 3), 'exit_price': 1.100000023841858, 'max_gain_pct': 15.78947764684624, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': 15.78947764684624, 'holding_days': 6}, {'entry_time': datetime.date(2024, 10, 14), 'entry_price': 0.8299999833106995, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(0.9900000095367432), 'max_gain_pct': 36.14458047628995, 'max_loss_pct': -21.686748285773973, 'shares': 1, 'profit_pct': np.float64(19.277111981115524), 'holding_days': 228}]",18.3752,Consumer Cyclical,Textile Manufacturing,0,1.0582011,63.477,0.0
BIRLACABLE.NS,4,1,3,25.0,26.19,-13.81,26.19,-20.34,1.9,0.63,-3.81,13.41,-12.71,1.06,79.0,-0.21,-0.7,36.35,-4.72,265.45,-19.68,-285.13,"[{'entry_time': datetime.date(2024, 12, 5), 'entry_price': 228.4600067138672, 'exit_time': datetime.date(2025, 1, 31), 'exit_price': 182.0, 'max_gain_pct': 4.293967114725773, 'max_loss_pct': -24.516330263342006, 'shares': 1, 'profit_pct': -20.336166221011993, 'holding_days': 57}, {'entry_time': datetime.date(2025, 4, 9), 'entry_price': 144.1999969482422, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(181.97000122070312), 'max_gain_pct': 32.84327434996446, 'max_loss_pct': -1.2968066274361287, 'shares': 1, 'profit_pct': np.float64(26.192791311928914), 'holding_days': 51}]",547.590656,Technology,Communication Equipment,110.97561,2.1766691,43.993,0.0194
KERNEX.NS,4,4,0,100.0,269.28,0.0,974.0,0.0,inf,inf,269.28,438.77,-6.94,63.19,347.25,0.66,0.0,0.0,103.83,4864.53,2419.55,-2444.98,"[{'entry_time': datetime.date(2024, 7, 18), 'entry_price': 517.6500244140625, 'exit_time': datetime.date(2025, 3, 4), 'exit_price': 815.0999755859375, 'max_gain_pct': 194.55228978804595, 'max_loss_pct': -2.3085118600269916, 'shares': 1, 'profit_pct': 57.46159318905934, 'holding_days': 229}, {'entry_time': datetime.date(2025, 4, 23), 'entry_price': 850.4000244140625, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(1161.699951171875), 'max_gain_pct': 41.162972331639075, 'max_loss_pct': -16.38641023289103, 'shares': 1, 'profit_pct': np.float64(36.606293252672764), 'holding_days': 37}]",1950.3751168,Technology,Software - Application,38.830498,12.35115,25.633,0.37986
EMCURE.NS,1,1,0,100.0,44.64,0.0,44.64,0.0,inf,inf,44.64,52.63,0.0,inf,49.0,0.0,0.0,0.0,155.01,-7.17,44.64,51.81,"[{'entry_time': datetime.date(2025, 4, 11), 'entry_price': 919.4500122070312, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(1329.9000244140625), 'max_gain_pct': 52.63472791145723, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(44.640818615227865), 'holding_days': 49}]",25205.096448,Healthcare,Drug Manufacturers - Specialty & Generic,36.498356,5.669321,22.035,0.18225999
ARVEE.NS,4,2,2,50.0,68.18,-19.83,80.95,-21.68,3.44,3.44,24.17,80.13,-23.98,3.34,305.75,0.54,13.05,21.68,16.92,98.93,80.66,-18.27,"[{'entry_time': datetime.date(2023, 4, 20), 'entry_price': 118.4000015258789, 'exit_time': datetime.date(2024, 4, 23), 'exit_price': 214.25, 'max_gain_pct': 159.03716913381564, 'max_loss_pct': -13.766894291969322, 'shares': 1, 'profit_pct': 80.95438955984386, 'holding_days': 369}, {'entry_time': datetime.date(2024, 4, 30), 'entry_price': 224.35000610351562, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(184.00999450683594), 'max_gain_pct': 0.8914642057451941, 'max_loss_pct': -43.33407898604652, 'shares': 1, 'profit_pct': np.float64(-17.980838198892986), 'holding_days': 395}]",203.8148992,Basic Materials,Specialty Chemicals,92.9397,6.57016,3.222,0.0
MADHUCON.NS,7,4,3,57.14,35.8,-32.13,67.71,-45.89,1.11,1.49,6.68,37.38,-21.5,1.74,130.71,0.17,0.69,45.89,-0.71,45.55,-3.11,-48.66,"[{'entry_time': datetime.date(2024, 11, 25), 'entry_price': 11.260000228881836, 'exit_time': datetime.date(2025, 1, 29), 'exit_price': 8.319999694824219, 'max_gain_pct': 0, 'max_loss_pct': -26.820607427852337, 'shares': 1, 'profit_pct': -26.110128546148097, 'holding_days': 65}, {'entry_time': datetime.date(2025, 4, 23), 'entry_price': 8.220000267028809, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(8.65999984741211), 'max_gain_pct': 5.352792774815109, 'max_loss_pct': -21.53285158472938, 'shares': 1, 'profit_pct': np.float64(5.352792774815109), 'holding_days': 37}]",62.6486976,Industrials,Engineering & Construction,0,-0.041460466,0.0,0.0
AKG.NS,4,3,1,75.0,34.87,-35.46,90.64,-35.46,0.98,2.95,17.29,98.92,-13.1,7.55,338.25,0.38,inf,35.46,8.31,-62.43,40.69,103.12,"[{'entry_time': datetime.date(2024, 4, 24), 'entry_price': 20.5, 'exit_time': datetime.date(2025, 3, 20), 'exit_price': 13.229999542236328, 'max_gain_pct': 17.756094583650913, 'max_loss_pct': -38.341461739889006, 'shares': 1, 'profit_pct': -35.46341686713986, 'holding_days': 330}, {'entry_time': datetime.date(2025, 3, 27), 'entry_price': 13.960000038146973, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(15.380000114440918), 'max_gain_pct': 10.171920289496173, 'max_loss_pct': -14.04011484807374, 'shares': 1, 'profit_pct': np.float64(10.171920289496173), 'holding_days': 64}]",48.9041888,Industrials,Industrial Distribution,54.964287,0.878826,25.998,0.01523
LINC.NS,3,1,2,33.33,37.93,-16.4,37.93,-16.62,2.31,1.16,1.71,24.38,-13.71,1.78,120.67,0.07,7.62,30.1,-0.8,298.66,-3.59,-302.25,"[{'entry_time': datetime.date(2024, 4, 8), 'entry_price': 147.85667419433594, 'exit_time': datetime.date(2025, 2, 12), 'exit_price': 123.27999877929688, 'max_gain_pct': 30.96297343583832, 'max_loss_pct': -17.839350831558725, 'shares': 1, 'profit_pct': -16.621958764429277, 'holding_days': 310}, {'entry_time': datetime.date(2025, 4, 23), 'entry_price': 110.26000213623047, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(152.0800018310547), 'max_gain_pct': 42.18211612109854, 'max_loss_pct': -4.788680098856912, 'shares': 1, 'profit_pct': np.float64(37.928531547781034), 'holding_days': 37}]",910.1847552,Industrials,Business Equipment & Supplies,24.285713,3.870674,11.27,0.17091
RHFL.NS,12,4,8,33.33,50.44,-12.72,121.74,-39.13,3.96,1.98,8.33,25.09,-11.2,2.24,36.58,0.21,0.78,44.03,7.02,172.43,36.0,-136.43,"[{'entry_time': datetime.date(2024, 12, 27), 'entry_price': 4.170000076293945, 'exit_time': datetime.date(2025, 1, 1), 'exit_price': 3.9100000858306885, 'max_gain_pct': 0, 'max_loss_pct': -6.235011647633584, 'shares': 1, 'profit_pct': -6.235011647633584, 'holding_days': 5}, {'entry_time': datetime.date(2025, 4, 7), 'entry_price': 3.240000009536743, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(5.039999961853027), 'max_gain_pct': 55.55555392031153, 'max_loss_pct': -8.333332720116825, 'shares': 1, 'profit_pct': np.float64(55.55555392031153), 'holding_days': 53}]",246.894976,Financial Services,Mortgage Finance,0,-6.5454545,0.0,0.0
MITCON.NS,2,1,1,50.0,13.02,-3.64,13.02,-3.64,3.58,3.58,4.69,53.01,-24.6,2.15,561.0,0.56,inf,3.64,2.45,95.43,8.9,-86.53,"[{'entry_time': datetime.date(2022, 3, 15), 'entry_price': 83.98489379882812, 'exit_time': datetime.date(2025, 3, 6), 'exit_price': 80.93000030517578, 'max_gain_pct': 86.67689916159675, 'max_loss_pct': -43.21556698232605, 'shares': 1, 'profit_pct': -3.6374321088859554, 'holding_days': 1087}, {'entry_time': datetime.date(2025, 4, 25), 'entry_price': 74.51000213623047, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(84.20999908447266), 'max_gain_pct': 19.339680069218502, 'max_loss_pct': -5.985772321302864, 'shares': 1, 'profit_pct': np.float64(13.018382324707472), 'holding_days': 35}]",133.675008,Industrials,Engineering & Construction,20.84185,0.5531948,105.147,0.0
CONTROLPR.NS,2,1,1,50.0,12.95,-16.21,12.95,-16.21,0.8,0.8,-1.63,9.16,-12.94,0.71,85.0,-0.11,-inf,16.21,-1.21,249.98,-5.36,-255.34,"[{'entry_time': datetime.date(2024, 11, 26), 'entry_price': 739.90625, 'exit_time': datetime.date(2025, 3, 5), 'exit_price': 619.9500122070312, 'max_gain_pct': 0.8263392480043924, 'max_loss_pct': -20.354776325653585, 'shares': 1, 'profit_pct': -16.212356334734128, 'holding_days': 99}, {'entry_time': datetime.date(2025, 3, 20), 'entry_price': 632.25, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(714.1500244140625), 'max_gain_pct': 17.49307640742388, 'max_loss_pct': -5.527878561808027, 'shares': 1, 'profit_pct': np.float64(12.95374051626137), 'holding_days': 71}]",1147.99104,Industrials,Business Equipment & Supplies,11.462595,2.7805564,1.903,0.26795
EXPLEOSOL.NS,2,1,1,50.0,28.1,-17.91,28.1,-17.91,1.57,1.57,5.09,23.43,-10.01,2.34,228.0,0.22,inf,17.91,1.12,134.24,5.16,-129.08,"[{'entry_time': datetime.date(2023, 12, 13), 'entry_price': 1236.8236083984375, 'exit_time': datetime.date(2025, 2, 20), 'exit_price': 1015.2999877929688, 'max_gain_pct': 18.769610401992328, 'max_loss_pct': -20.02093059268605, 'shares': 1, 'profit_pct': -17.910688242143085, 'holding_days': 435}, {'entry_time': datetime.date(2025, 5, 9), 'entry_price': 825.7000122070312, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(1057.699951171875), 'max_gain_pct': 28.097364119533697, 'max_loss_pct': 0, 'shares': 1, 'profit_pct': np.float64(28.097364119533697), 'holding_days': 21}]",1638.8803584,Technology,Information Technology Services,15.872539,2.578018,4.686,0.16559
SADBHIN.NS,8,3,5,37.5,27.25,-32.23,51.32,-46.75,0.85,0.51,-9.92,19.3,-23.24,0.83,135.12,-0.3,-0.69,77.82,-25.94,-71.38,-74.35,-2.97,"[{'entry_time': datetime.date(2024, 3, 27), 'entry_price': 6.800000190734863, 'exit_time': datetime.date(2024, 4, 19), 'exit_price': 6.400000095367432, 'max_gain_pct': 11.029411455339222, 'max_loss_pct': -5.8823541786431095, 'shares': 1, 'profit_pct': -5.8823541786431095, 'holding_days': 23}, {'entry_time': datetime.date(2024, 4, 26), 'entry_price': 7.349999904632568, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(4.550000190734863), 'max_gain_pct': 10.06803071506047, 'max_loss_pct': -44.21768764856154, 'shares': 1, 'profit_pct': np.float64(-38.09523469698166), 'holding_days': 399}]",159.910144,Industrials,Engineering & Construction,0,-0.2895408,0.0,0.0
SNOWMAN.NS,5,2,3,40.0,61.45,-26.03,113.78,-28.89,2.36,1.57,8.96,53.71,-18.49,2.9,244.6,0.17,3.69,47.56,-1.3,3.94,-5.75,-9.69,"[{'entry_time': datetime.date(2024, 3, 19), 'entry_price': 65.28706359863281, 'exit_time': datetime.date(2025, 2, 14), 'exit_price': 50.29999923706055, 'max_gain_pct': 38.603259016330604, 'max_loss_pct': -22.955641647032373, 'shares': 1, 'profit_pct': -22.955641647032373, 'holding_days': 332}, {'entry_time': datetime.date(2025, 4, 22), 'entry_price': 53.810001373291016, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(58.720001220703125), 'max_gain_pct': 11.410517065506099, 'max_loss_pct': -10.574246973036734, 'shares': 1, 'profit_pct': np.float64(9.124697495081692), 'holding_days': 38}]",978.7962368,Industrials,Integrated Freight & Logistics,172.08823,2.548678,75.357,0.013789999
TOTAL.NS,4,2,2,50.0,116.6,-24.33,225.97,-47.0,4.79,4.79,46.14,109.95,-17.85,6.16,363.5,0.44,2.03,47.0,14.68,16.05,82.2,66.15,"[{'entry_time': datetime.date(2023, 3, 14), 'entry_price': 130.7169647216797, 'exit_time': datetime.date(2024, 11, 25), 'exit_price': 69.27999877929688, 'max_gain_pct': 35.80670288689872, 'max_loss_pct': -48.01746116663575, 'shares': 1, 'profit_pct': -46.99999428015587, 'holding_days': 622}, {'entry_time': datetime.date(2024, 12, 11), 'entry_price': 78.08999633789062, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(83.73999786376953), 'max_gain_pct': 10.987325180461713, 'max_loss_pct': -19.362268954097793, 'shares': 1, 'profit_pct': np.float64(7.235243681446335), 'holding_days': 170}]",136.1118848,Industrials,Integrated Freight & Logistics,54.451614,1.7608279,53.11,0.0
SCPL.NS,3,1,2,33.33,5.95,-5.52,5.95,-7.73,1.08,0.54,-1.7,26.33,-12.62,2.09,168.33,-0.3,-0.77,7.73,-2.73,-33.97,-5.48,28.49,"[{'entry_time': datetime.date(2024, 1, 5), 'entry_price': 347.25, 'exit_time': datetime.date(2024, 10, 10), 'exit_price': 367.8999938964844, 'max_gain_pct': 75.78114453968684, 'max_loss_pct': -7.401011434710224, 'shares': 1, 'profit_pct': 5.946722504387149, 'holding_days': 279}, {'entry_time': datetime.date(2024, 10, 23), 'entry_price': 359.5, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(331.70001220703125), 'max_gain_pct': 3.2127921538160638, 'max_loss_pct': -26.09179076299548, 'shares': 1, 'profit_pct': np.float64(-7.732959052286162), 'holding_days': 219}]",348.0729856,Consumer Defensive,Packaged Foods,20.962635,2.6529026,57.355,0.1349
CLEAN.NS,6,1,5,16.67,5.45,-13.34,5.45,-18.24,0.41,0.08,-10.21,5.04,-17.51,0.29,183.83,-1.27,-2.36,51.43,-17.94,-38.88,-48.78,-9.9,"[{'entry_time': datetime.date(2023, 2, 6), 'entry_price': 1470.9168701171875, 'exit_time': datetime.date(2024, 11, 28), 'exit_price': 1281.94189453125, 'max_gain_pct': 11.785803706649208, 'max_loss_pct': -16.37428026521046, 'shares': 1, 'profit_pct': -12.847427303684533, 'holding_days': 661}, {'entry_time': datetime.date(2024, 12, 18), 'entry_price': 1469.13525390625, 'exit_time': datetime.date(2025, 5, 30), 'exit_price': np.float64(1549.199951171875), 'max_gain_pct': 5.449783949622257, 'max_loss_pct': -22.10724148486318, 'shares': 1, 'profit_pct': np.float64(5.449783949622257), 'holding_days': 163}]",16685.0904064,Basic Materials,Specialty Chemicals,62.7506,11.745281,0.15,0.20187001
