symbol,total_return_pct,total_trades,winning_trades,losing_trades,win_rate,total_wins_pct,total_losses_pct,avg_win_pct,avg_loss_pct,max_win_pct,max_loss_pct,profit_factor,avg_holding_days,max_holding_days,min_holding_days,max_consecutive_wins,max_consecutive_losses,trades_detail,market_cap_cr,sector,industry,pe_ratio,pb_ratio,debt_to_equity,roe
JAIPURKURT.NS,-43.80332335,5,1,4,20,3.351496447,46.42437532,6.397504084,13.61346543,3.351496447,31.8609969,0.072192602,243.4,708,27,1,4,"[{'entry_date': datetime.date(2021, 9, 20), 'exit_date': datetime.date(2022, 4, 4), 'entry_price': 62.29999923706055, 'exit_price': 58.45000076293945, 'shares': 1589, 'initial_investment': 98994.69878768921, 'final_value': 92691.29710988617, 'profit': -6303.4016778030345, 'profit_pct': -6.367413361519227, 'reason': 'Signal', 'holding_days': 196}, {'entry_date': datetime.date(2022, 4, 11), 'exit_date': datetime.date(2024, 3, 19), 'entry_price': 67.3499984741211, 'exit_price': 44.25, 'shares': 1374, 'initial_investment': 92538.89790344238, 'final_value': 60677.901, 'profit': -31860.996903442385, 'profit_pct': -34.42984261244069, 'reason': 'Signal', 'holding_days': 708}, {'entry_date': datetime.date(2024, 4, 19), 'exit_date': datetime.date(2024, 5, 30), 'entry_price': 49.900001525878906, 'exit_price': 49.79999923706055, 'shares': 1219, 'initial_investment': 60828.10186004639, 'final_value': 60584.78667183685, 'profit': -243.31518820953352, 'profit_pct': -0.4000045715208315, 'reason': 'Signal', 'holding_days': 41}, {'entry_date': datetime.date(2024, 6, 18), 'exit_date': datetime.date(2024, 7, 15), 'entry_price': 48.689998626708984, 'exit_price': 42.31999969482422, 'shares': 1242, 'initial_investment': 60472.97829437256, 'final_value': 52456.31674172974, 'profit': -8016.661552642821, 'profit_pct': -13.256601177502828, 'reason': 'Signal', 'holding_days': 27}, {'entry_date': datetime.date(2024, 9, 27), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 39.33000183105469, 'exit_price': np.float64(41.93000030517578), 'shares': 1332, 'initial_investment': 52387.562438964844, 'final_value': np.float64(55739.05888568115), 'profit': np.float64(3351.496446716308), 'profit_pct': np.float64(6.397504084334969), 'reason': 'End of Data', 'holding_days': 245}]",57.891072,Consumer Cyclical,Apparel Manufacturing,21.502563,1.2717621,35.539,0
ANGELONE.NS,36.0551921,8,4,4,50,95.69846649,57.99235609,24.9947719,12.22755618,42.22773474,25.58030716,1.650191041,115.875,316,6,3,3,"[{'entry_date': datetime.date(2022, 5, 18), 'exit_date': datetime.date(2022, 6, 27), 'entry_price': 1429.2608642578125, 'exit_price': 1170.110107421875, 'shares': 69, 'initial_investment': 98618.99963378906, 'final_value': 80576.12221728516, 'profit': -18042.877416503907, 'profit_pct': -18.295538875373076, 'reason': 'Signal', 'holding_days': 40}, {'entry_date': datetime.date(2022, 7, 15), 'exit_date': datetime.date(2023, 1, 12), 'entry_price': 1204.6151123046875, 'exit_price': 1218.0916748046875, 'shares': 67, 'initial_investment': 80709.21252441406, 'final_value': 81448.91792749023, 'profit': 739.7054030761647, 'profit_pct': 0.9165067777763389, 'reason': 'Signal', 'holding_days': 181}, {'entry_date': datetime.date(2023, 3, 31), 'exit_date': datetime.date(2023, 7, 18), 'entry_price': 1121.725341796875, 'exit_price': 1413.865966796875, 'shares': 72, 'initial_investment': 80764.224609375, 'final_value': 101594.75291015625, 'profit': 20830.528300781254, 'profit_pct': 25.791776496995272, 'reason': 'Signal', 'holding_days': 109}, {'entry_date': datetime.date(2023, 7, 24), 'exit_date': datetime.date(2024, 6, 4), 'entry_price': 1553.819091796875, 'exit_price': 2207.892333984375, 'shares': 65, 'initial_investment': 100998.24096679688, 'final_value': 143225.9757055664, 'profit': 42227.73473876953, 'profit_pct': 41.810366531682355, 'reason': 'Signal', 'holding_days': 316}, {'entry_date': datetime.date(2024, 6, 7), 'exit_date': datetime.date(2024, 7, 25), 'entry_price': 2544.0087890625, 'exit_price': 2091.400390625, 'shares': 56, 'initial_investment': 142464.4921875, 'final_value': 116884.18503125, 'profit': -25580.307156249997, 'profit_pct': -17.95556686685361, 'reason': 'Signal', 'holding_days': 48}, {'entry_date': datetime.date(2024, 8, 22), 'exit_date': datetime.date(2025, 1, 31), 'entry_price': 2570.234375, 'exit_price': 2314.23388671875, 'shares': 45, 'initial_investment': 115660.546875, 'final_value': 103932.24385253906, 'profit': -11728.30302246094, 'profit_pct': -10.140279757743398, 'reason': 'Signal', 'holding_days': 162}, {'entry_date': datetime.date(2025, 2, 28), 'exit_date': datetime.date(2025, 3, 6), 'entry_price': 2139.68701171875, 'exit_price': 2089.9716796875, 'shares': 49, 'initial_investment': 104844.66357421875, 'final_value': 102203.79508007813, 'profit': -2640.8684941406245, 'profit_pct': -2.518839208512671, 'reason': 'Signal', 'holding_days': 6}, {'entry_date': datetime.date(2025, 3, 26), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 2304.517578125, 'exit_price': np.float64(3035.60009765625), 'shares': 44, 'initial_investment': 101398.7734375, 'final_value': np.float64(133299.27148828126), 'profit': np.float64(31900.498050781258), 'profit_pct': np.float64(31.46043780346518), 'reason': 'End of Data', 'holding_days': 65}]",27465.28891,Financial Services,Capital Markets,23.923084,4.8759494,60.539,0.27014
GIPCL.NS,135.7269913,3,3,0,100,136.751569,0,40.29565494,0,104.1810039,10.05459419,inf,245.6666667,343,65,3,0,"[{'entry_date': datetime.date(2023, 4, 5), 'exit_date': datetime.date(2024, 3, 13), 'entry_price': 74.25151824951172, 'exit_price': 152.7122344970703, 'shares': 1333, 'initial_investment': 98977.27382659912, 'final_value': 203158.27776742555, 'profit': 104181.00394082643, 'profit_pct': 105.25749994220274, 'reason': 'Signal', 'holding_days': 343}, {'entry_date': datetime.date(2024, 3, 27), 'exit_date': datetime.date(2025, 2, 19), 'entry_price': 161.7531280517578, 'exit_price': 170.14999389648438, 'shares': 1248, 'initial_investment': 201867.90380859375, 'final_value': 211922.49799804686, 'profit': 10054.594189453113, 'profit_pct': 4.980779014273926, 'reason': 'Signal', 'holding_days': 329}, {'entry_date': datetime.date(2025, 3, 26), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 176.35000610351562, 'exit_price': np.float64(195.52000427246094), 'shares': 1199, 'initial_investment': 211443.65731811523, 'final_value': np.float64(233959.6281524353), 'profit': np.float64(22515.970834320062), 'profit_pct': np.float64(10.648685857928086), 'reason': 'End of Data', 'holding_days': 65}]",3035.252531,Utilities,Utilities - Regulated Electric,13.985695,0.84107286,57.519,0.06192
CORDSCABLE.NS,85.53483406,2,2,0,100,86.08987214,0,42.28471719,0,80.64299109,5.446881049,inf,338,570,106,2,0,"[{'entry_date': datetime.date(2023, 7, 12), 'exit_date': datetime.date(2025, 2, 1), 'entry_price': 88.7217025756836, 'exit_price': 161.3699951171875, 'shares': 1115, 'initial_investment': 98924.6983718872, 'final_value': 179567.68946655272, 'profit': 80642.99109466551, 'profit_pct': 81.51957238373843, 'reason': 'Signal', 'holding_days': 570}, {'entry_date': datetime.date(2025, 2, 13), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 191.00999450683594, 'exit_price': np.float64(197.22999572753906), 'shares': 935, 'initial_investment': 178594.3448638916, 'final_value': np.float64(184041.22591323854), 'profit': np.float64(5446.8810493469355), 'profit_pct': np.float64(3.049861995069359), 'reason': 'End of Data', 'holding_days': 106}]",256.0992,Industrials,Electrical Equipment & Parts,19.019287,1.4685012,47.97,0
MAXESTATES.NS,28.75310937,1,1,0,100,28.95074937,0,29.29644745,0,28.95074937,28.95074937,inf,43,43,43,1,0,"[{'entry_date': datetime.date(2025, 4, 17), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 405.0, 'exit_price': np.float64(524.7000122070312), 'shares': 244, 'initial_investment': 98820.0, 'final_value': np.float64(127770.7493725586), 'profit': np.float64(28950.749372558595), 'profit_pct': np.float64(29.29644745249807), 'reason': 'End of Data', 'holding_days': 43}]",8502.134374,Real Estate,Real Estate - Development,312.32144,4.437322,62.24,0.01286
TARC.NS,424.8544095,4,3,1,75,434.1699788,7.124459714,136.5379849,7.196554945,360.9995978,7.124459714,60.94075849,266,991,4,3,1,"[{'entry_date': datetime.date(2022, 3, 25), 'exit_date': datetime.date(2022, 3, 29), 'entry_price': 37.79999923706055, 'exit_price': 35.150001525878906, 'shares': 2619, 'initial_investment': 98998.19800186157, 'final_value': 91873.73828828431, 'profit': -7124.459713577264, 'profit_pct': -7.196554944811516, 'reason': 'Signal', 'holding_days': 4}, {'entry_date': datetime.date(2022, 4, 1), 'exit_date': datetime.date(2024, 12, 17), 'entry_price': 38.0, 'exit_price': 187.9199981689453, 'shares': 2414, 'initial_investment': 91732.0, 'final_value': 452731.5978286743, 'profit': 360999.5978286743, 'profit_pct': 393.5372583489669, 'reason': 'Signal', 'holding_days': 991}, {'entry_date': datetime.date(2024, 12, 20), 'exit_date': datetime.date(2025, 1, 2), 'entry_price': 177.3699951171875, 'exit_price': 180.8699951171875, 'shares': 2531, 'initial_investment': 448923.45764160156, 'final_value': 456866.3937263184, 'profit': 7942.936084716814, 'profit_pct': 1.7693297040980345, 'reason': 'Signal', 'holding_days': 13}, {'entry_date': datetime.date(2025, 4, 4), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 149.27999877929688, 'exit_price': np.float64(170.97999572753906), 'shares': 3054, 'initial_investment': 455901.11627197266, 'final_value': np.float64(521128.5611380005), 'profit': np.float64(65227.44486602786), 'profit_pct': np.float64(14.30736678150964), 'reason': 'End of Data', 'holding_days': 56}]",5056.477184,Real Estate,Real Estate - Development,0,4.2943616,163.155,0
GULFOILLUB.NS,99.74212341,6,2,4,33.33333333,135.2966529,34.63802079,102.9312473,10.10800178,133.1327823,15.37627005,3.906015698,199.6666667,973,3,2,4,"[{'entry_date': datetime.date(2021, 9, 15), 'exit_date': datetime.date(2021, 11, 30), 'entry_price': 547.229248046875, 'exit_price': 462.7309875488281, 'shares': 180, 'initial_investment': 98501.2646484375, 'final_value': 83124.99460327148, 'profit': -15376.27004516602, 'profit_pct': -15.61022602100158, 'reason': 'Signal', 'holding_days': 76}, {'entry_date': datetime.date(2022, 2, 21), 'exit_date': datetime.date(2022, 2, 24), 'entry_price': 426.7367858886719, 'exit_price': 379.0455627441406, 'shares': 195, 'initial_investment': 83213.67324829102, 'final_value': 73766.05696563721, 'profit': -9447.616282653806, 'profit_pct': -11.353442185473808, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2022, 3, 7), 'exit_date': datetime.date(2022, 3, 10), 'entry_price': 420.6850891113281, 'exit_price': 415.4462890625, 'shares': 176, 'initial_investment': 74040.57568359375, 'final_value': 72972.30978125, 'profit': -1068.2659023437445, 'profit_pct': -1.4428114482913938, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2022, 4, 12), 'exit_date': datetime.date(2022, 5, 18), 'entry_price': 408.58160400390625, 'exit_price': 360.1678466796875, 'shares': 178, 'initial_investment': 72727.52551269531, 'final_value': 63981.6569555664, 'profit': -8745.86855712891, 'profit_pct': -12.025527467729164, 'reason': 'Signal', 'holding_days': 36}, {'entry_date': datetime.date(2022, 6, 1), 'exit_date': datetime.date(2022, 9, 16), 'entry_price': 381.0779113769531, 'exit_price': 394.7475891113281, 'shares': 168, 'initial_investment': 64021.089111328125, 'final_value': 66184.95978076172, 'profit': 2163.8706694335997, 'profit_pct': 3.3799341739887967, 'reason': 'Signal', 'holding_days': 107}, {'entry_date': datetime.date(2022, 9, 30), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 391.3705139160156, 'exit_price': np.float64(1186.199951171875), 'shares': 168, 'initial_investment': 65750.24633789062, 'final_value': np.float64(198883.02861328126), 'profit': np.float64(133132.78227539064), 'profit_pct': np.float64(202.4825604321253), 'reason': 'End of Data', 'holding_days': 973}]",5848.487526,Basic Materials,Specialty Chemicals,16.365892,4.0008636,30.468,0.24667
UNIVPHOTO.NS,-54.19405057,4,1,3,25,8.94745001,62.61009637,24.53629624,27.37033268,8.94745001,30.06427178,0.142907463,233.75,350,65,1,3,"[{'entry_date': datetime.date(2022, 6, 7), 'exit_date': datetime.date(2023, 2, 23), 'entry_price': 556.0245971679688, 'exit_price': 387.8999938964844, 'shares': 178, 'initial_investment': 98972.37829589844, 'final_value': 68908.10651574707, 'profit': -30064.271780151365, 'profit_pct': -30.376426532125954, 'reason': 'Signal', 'holding_days': 261}, {'entry_date': datetime.date(2023, 4, 18), 'exit_date': datetime.date(2024, 4, 2), 'entry_price': 398.6000061035156, 'exit_price': 356.1000061035156, 'shares': 173, 'initial_investment': 68957.8010559082, 'final_value': 61482.09045379639, 'profit': -7475.710602111816, 'profit_pct': -10.840993314231136, 'reason': 'Signal', 'holding_days': 350}, {'entry_date': datetime.date(2024, 4, 15), 'exit_date': datetime.date(2024, 12, 30), 'entry_price': 371.54998779296875, 'exit_price': 220.0500030517578, 'shares': 165, 'initial_investment': 61305.747985839844, 'final_value': 36235.634002532955, 'profit': -25070.11398330689, 'profit_pct': -40.89357818307263, 'reason': 'Signal', 'holding_days': 259}, {'entry_date': datetime.date(2025, 3, 26), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 187.97000122070312, 'exit_price': np.float64(234.55999755859375), 'shares': 194, 'initial_investment': 36466.180236816406, 'final_value': np.float64(45413.63024731445), 'profit': np.float64(8947.450010498047), 'profit_pct': np.float64(24.536296240494814), 'reason': 'End of Data', 'holding_days': 65}]",258.4499456,Healthcare,Medical Devices,3.976267,0.2935585,0,0.100150004
STCINDIA.NS,2.737817738,9,5,4,55.55555556,106.5887091,101.888652,23.99989958,21.12590522,38.61377954,47.75998596,1.046129348,100.3333333,320,4,2,2,"[{'entry_date': datetime.date(2022, 6, 22), 'exit_date': datetime.date(2022, 12, 23), 'entry_price': 75.80000305175781, 'exit_price': 81.80000305175781, 'shares': 1306, 'initial_investment': 98994.8039855957, 'final_value': 106617.1423776245, 'profit': 7622.338392028803, 'profit_pct': 7.699735829708695, 'reason': 'Signal', 'holding_days': 184}, {'entry_date': datetime.date(2023, 1, 4), 'exit_date': datetime.date(2023, 2, 27), 'entry_price': 92.80000305175781, 'exit_price': 68.8499984741211, 'shares': 1146, 'initial_investment': 106348.80349731445, 'final_value': 78744.2940548401, 'profit': -27604.50944247436, 'profit_pct': -25.956577351781334, 'reason': 'Signal', 'holding_days': 54}, {'entry_date': datetime.date(2023, 4, 18), 'exit_date': datetime.date(2023, 10, 26), 'entry_price': 74.30000305175781, 'exit_price': 110.94999694824219, 'shares': 1060, 'initial_investment': 78758.00323486328, 'final_value': 117371.78277160645, 'profit': 38613.77953674317, 'profit_pct': 49.028388164684024, 'reason': 'Signal', 'holding_days': 191}, {'entry_date': datetime.date(2023, 11, 22), 'exit_date': datetime.date(2024, 10, 7), 'entry_price': 118.0999984741211, 'exit_price': 150.75, 'shares': 989, 'initial_investment': 116800.89849090576, 'final_value': 148793.5665, 'profit': 31992.668009094225, 'profit_pct': 27.39077217936402, 'reason': 'Signal', 'holding_days': 320}, {'entry_date': datetime.date(2024, 10, 17), 'exit_date': datetime.date(2024, 10, 28), 'entry_price': 159.58999633789062, 'exit_price': 143.63999938964844, 'shares': 929, 'initial_investment': 148259.1065979004, 'final_value': 133174.67631411745, 'profit': -15084.430283782945, 'profit_pct': -10.174370148266203, 'reason': 'Signal', 'holding_days': 11}, {'entry_date': datetime.date(2024, 11, 29), 'exit_date': datetime.date(2024, 12, 3), 'entry_price': 156.63999938964844, 'exit_price': 159.85000610351562, 'shares': 849, 'initial_investment': 132987.35948181152, 'final_value': 135441.229871521, 'profit': 2453.870389709482, 'profit_pct': 1.8451907002823782, 'reason': 'Signal', 'holding_days': 4}, {'entry_date': datetime.date(2024, 12, 6), 'exit_date': datetime.date(2025, 3, 5), 'entry_price': 172.92999267578125, 'exit_price': 112.08000183105469, 'shares': 782, 'initial_investment': 135231.25427246094, 'final_value': 87471.26830902099, 'profit': -47759.98596343995, 'profit_pct': -35.31726908870799, 'reason': 'Signal', 'holding_days': 89}, {'entry_date': datetime.date(2025, 4, 2), 'exit_date': datetime.date(2025, 4, 7), 'entry_price': 124.29000091552734, 'exit_price': 108.27999877929688, 'shares': 705, 'initial_investment': 87624.45064544678, 'final_value': 76184.72434112549, 'profit': -11439.726304321288, 'profit_pct': -13.055404307879368, 'reason': 'Signal', 'holding_days': 5}, {'entry_date': datetime.date(2025, 4, 15), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 117.0999984741211, 'exit_price': np.float64(157.27000427246094), 'shares': 650, 'initial_investment': 76114.99900817871, 'final_value': np.float64(102021.0517715454), 'profit': np.float64(25906.052763366693), 'profit_pct': np.float64(34.03541102402568), 'reason': 'End of Data', 'holding_days': 45}]",943.6199936,Industrials,Conglomerates,26.387585,-0.20394401,0,0
HINDCOPPER.NS,35.190368,10,5,5,50,127.8220221,90.78238972,33.36649824,14.55740553,85.7116839,53.13302606,1.408004598,111.2,283,3,2,3,"[{'entry_date': datetime.date(2021, 10, 21), 'exit_date': datetime.date(2022, 5, 9), 'entry_price': 134.12757873535156, 'exit_price': 92.62358856201172, 'shares': 738, 'initial_investment': 98986.15310668945, 'final_value': 68219.49594204711, 'profit': -30766.65716464234, 'profit_pct': -31.08177881352896, 'reason': 'Signal', 'holding_days': 200}, {'entry_date': datetime.date(2022, 5, 18), 'exit_date': datetime.date(2022, 5, 23), 'entry_price': 98.8050308227539, 'exit_price': 94.635009765625, 'shares': 691, 'initial_investment': 68274.27629852295, 'final_value': 65262.00616455078, 'profit': -3012.270133972168, 'profit_pct': -4.4120132753971575, 'reason': 'Signal', 'holding_days': 5}, {'entry_date': datetime.date(2022, 6, 10), 'exit_date': datetime.date(2022, 6, 15), 'entry_price': 99.88433837890625, 'exit_price': 95.4690170288086, 'shares': 653, 'initial_investment': 65224.47296142578, 'final_value': 62216.585583572385, 'profit': -3007.887377853396, 'profit_pct': -4.611593227640616, 'reason': 'Signal', 'holding_days': 5}, {'entry_date': datetime.date(2022, 6, 20), 'exit_date': datetime.date(2022, 6, 23), 'entry_price': 82.76270294189453, 'exit_price': 83.84201049804688, 'shares': 750, 'initial_investment': 62072.0272064209, 'final_value': 62755.744857788086, 'profit': 683.7176513671875, 'profit_pct': 1.101490771508848, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2022, 7, 21), 'exit_date': datetime.date(2022, 12, 23), 'entry_price': 93.21229553222656, 'exit_price': 99.11800384521484, 'shares': 672, 'initial_investment': 62638.66259765625, 'final_value': 66474.0839868164, 'profit': 3835.421389160154, 'profit_pct': 6.12308952666506, 'reason': 'Signal', 'holding_days': 155}, {'entry_date': datetime.date(2022, 12, 28), 'exit_date': datetime.date(2023, 2, 3), 'entry_price': 107.74126434326172, 'exit_price': 106.55184936523438, 'shares': 615, 'initial_investment': 66260.87757110596, 'final_value': 65398.3285848999, 'profit': -862.5489862060567, 'profit_pct': -1.3017470003780693, 'reason': 'Signal', 'holding_days': 37}, {'entry_date': datetime.date(2023, 5, 5), 'exit_date': datetime.date(2024, 2, 12), 'entry_price': 103.72698974609375, 'exit_price': 240.25779724121094, 'shares': 630, 'initial_investment': 65348.00354003906, 'final_value': 151059.68743743896, 'profit': 85711.6838973999, 'profit_pct': 131.16190128881885, 'reason': 'Signal', 'holding_days': 283}, {'entry_date': datetime.date(2024, 2, 23), 'exit_date': datetime.date(2024, 6, 4), 'entry_price': 262.2943115234375, 'exit_price': 297.7421875, 'shares': 572, 'initial_investment': 150032.34619140625, 'final_value': 169967.9141875, 'profit': 19935.56799609374, 'profit_pct': 13.28751332773308, 'reason': 'Signal', 'holding_days': 102}, {'entry_date': datetime.date(2024, 6, 7), 'exit_date': datetime.date(2025, 1, 10), 'entry_price': 339.3223876953125, 'exit_price': 233.30999755859375, 'shares': 499, 'initial_investment': 169321.87145996094, 'final_value': 116188.8454041748, 'profit': -53133.02605578613, 'profit_pct': -31.379895342315745, 'reason': 'Signal', 'holding_days': 217}, {'entry_date': datetime.date(2025, 2, 14), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 214.5, 'exit_price': np.float64(247.50999450683594), 'shares': 543, 'initial_investment': 116473.5, 'final_value': np.float64(134129.1311631775), 'profit': np.float64(17655.631163177488), 'profit_pct': np.float64(15.158496278705016), 'reason': 'End of Data', 'holding_days': 105}]",23934.81052,Basic Materials,Copper,51.56458,9.940559,3.8,0
EKC.NS,-19.90164512,6,3,3,50,33.88048598,52.87185252,21.72127656,21.27849481,22.45040215,32.26488816,0.640803837,137.5,366,11,3,3,"[{'entry_date': datetime.date(2022, 5, 19), 'exit_date': datetime.date(2022, 5, 30), 'entry_price': 170.29177856445312, 'exit_price': 169.4051055908203, 'shares': 581, 'initial_investment': 98939.52334594727, 'final_value': 98227.51761557008, 'profit': -712.00573037719, 'profit_pct': -0.719637316108371, 'reason': 'Signal', 'holding_days': 11}, {'entry_date': datetime.date(2022, 6, 3), 'exit_date': datetime.date(2022, 8, 10), 'entry_price': 204.0348663330078, 'exit_price': 137.0905303955078, 'shares': 480, 'initial_investment': 97936.73583984375, 'final_value': 65671.84768066407, 'profit': -32264.88815917968, 'profit_pct': -32.94462275314398, 'reason': 'Signal', 'holding_days': 68}, {'entry_date': datetime.date(2023, 1, 9), 'exit_date': datetime.date(2023, 2, 15), 'entry_price': 95.01466369628906, 'exit_price': 66.48053741455078, 'shares': 694, 'initial_investment': 65940.17660522461, 'final_value': 46045.21797976684, 'profit': -19894.958625457766, 'profit_pct': -30.17122435774829, 'reason': 'Signal', 'holding_days': 37}, {'entry_date': datetime.date(2023, 3, 13), 'exit_date': datetime.date(2024, 3, 13), 'entry_price': 78.3202133178711, 'exit_price': 116.66968536376953, 'shares': 589, 'initial_investment': 46130.605644226074, 'final_value': 68581.00778990173, 'profit': 22450.40214567566, 'profit_pct': 48.66704399855556, 'reason': 'Signal', 'holding_days': 366}, {'entry_date': datetime.date(2024, 3, 28), 'exit_date': datetime.date(2025, 1, 29), 'entry_price': 130.86732482910156, 'exit_price': 150.3300018310547, 'shares': 521, 'initial_investment': 68181.87623596191, 'final_value': 78165.28709207154, 'profit': 9983.410856109622, 'profit_pct': 14.64232345493004, 'reason': 'Signal', 'holding_days': 307}, {'entry_date': datetime.date(2025, 4, 24), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 128.72999572753906, 'exit_price': np.float64(131.3800048828125), 'shares': 606, 'initial_investment': 78010.37741088867, 'final_value': np.float64(79457.05039306641), 'profit': np.float64(1446.6729821777408), 'profit_pct': np.float64(1.8544622269393283), 'reason': 'End of Data', 'holding_days': 36}]",1474.1888,Industrials,Specialty Industrial Machinery,15.066514,1.2198927,14.116,0.08473
STLTECH.NS,-75.9973516,9,1,8,11.11111111,4.334384339,79.14296922,7.204674307,16.27441845,4.334384339,20.60194892,0.054766512,103.2222222,320,3,1,4,"[{'entry_date': datetime.date(2022, 1, 28), 'exit_date': datetime.date(2022, 1, 31), 'entry_price': 203.22425842285156, 'exit_price': 201.88693237304688, 'shares': 487, 'initial_investment': 98970.21385192871, 'final_value': 98122.29819354248, 'profit': -847.915658386235, 'profit_pct': -0.8567382300040479, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2022, 4, 1), 'exit_date': datetime.date(2022, 5, 17), 'entry_price': 225.1168212890625, 'exit_price': 178.11224365234375, 'shares': 435, 'initial_investment': 97925.81726074219, 'final_value': 77323.86833679199, 'profit': -20601.9489239502, 'profit_pct': -21.0383221710516, 'reason': 'Signal', 'holding_days': 46}, {'entry_date': datetime.date(2022, 6, 8), 'exit_date': datetime.date(2022, 6, 20), 'entry_price': 174.744140625, 'exit_price': 137.99240112304688, 'shares': 442, 'initial_investment': 77236.91015625, 'final_value': 60870.656013793945, 'profit': -16366.254142456055, 'profit_pct': -21.189680049793783, 'reason': 'Signal', 'holding_days': 12}, {'entry_date': datetime.date(2022, 6, 28), 'exit_date': datetime.date(2022, 7, 1), 'entry_price': 147.5518035888672, 'exit_price': 146.36306762695312, 'shares': 413, 'initial_investment': 60938.89488220215, 'final_value': 60327.051036071774, 'profit': -611.843846130374, 'profit_pct': -1.0040284572161966, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2022, 8, 11), 'exit_date': datetime.date(2022, 12, 23), 'entry_price': 147.4527587890625, 'exit_price': 158.39303588867188, 'shares': 408, 'initial_investment': 60160.7255859375, 'final_value': 64495.10992529297, 'profit': 4334.384339355471, 'profit_pct': 7.2046743072670445, 'reason': 'Signal', 'holding_days': 134}, {'entry_date': datetime.date(2023, 1, 4), 'exit_date': datetime.date(2023, 10, 27), 'entry_price': 171.0625, 'exit_price': 135.89999389648438, 'shares': 376, 'initial_investment': 64319.5, 'final_value': 50996.20090966797, 'profit': -13323.299090332031, 'profit_pct': -20.714245431528592, 'reason': 'Signal', 'holding_days': 296}, {'entry_date': datetime.date(2023, 11, 28), 'exit_date': datetime.date(2023, 12, 1), 'entry_price': 157.25, 'exit_price': 148.10000610351562, 'shares': 325, 'initial_investment': 51106.25, 'final_value': 48036.23697967529, 'profit': -3070.01302032471, 'profit_pct': -6.007118542888022, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2023, 12, 6), 'exit_date': datetime.date(2024, 3, 27), 'entry_price': 147.9499969482422, 'exit_price': 110.80000305175781, 'shares': 324, 'initial_investment': 47935.79901123047, 'final_value': 35827.40258679199, 'profit': -12108.396424438477, 'profit_pct': -25.25961113447114, 'reason': 'Signal', 'holding_days': 112}, {'entry_date': datetime.date(2024, 4, 10), 'exit_date': datetime.date(2025, 2, 24), 'entry_price': 140.35000610351562, 'exit_price': 92.63999938964844, 'shares': 255, 'initial_investment': 35789.251556396484, 'final_value': 23575.95344467163, 'profit': -12213.298111724853, 'profit_pct': -34.125603583744166, 'reason': 'Signal', 'holding_days': 320}]",3510.204416,Technology,Communication Equipment,0,1.7214645,96.784,-0.03588
INFIBEAM.NS,58.12621778,4,3,1,75,105.1717999,46.03681083,32.07177399,26.50100073,70.76533783,46.03681083,2.284515326,235,517,31,2,1,"[{'entry_date': datetime.date(2022, 7, 22), 'exit_date': datetime.date(2022, 12, 23), 'entry_price': 13.838488578796387, 'exit_price': 14.585169792175293, 'shares': 7153, 'initial_investment': 98986.70880413055, 'final_value': 104119.064084383, 'profit': 5132.35528025245, 'profit_pct': 5.184893348063599, 'reason': 'Signal', 'holding_days': 154}, {'entry_date': datetime.date(2023, 1, 4), 'exit_date': datetime.date(2024, 6, 4), 'entry_price': 16.327425003051758, 'exit_price': 27.505563735961914, 'shares': 6362, 'initial_investment': 103875.07786941528, 'final_value': 174640.4156952133, 'profit': 70765.33782579802, 'profit_pct': 68.12542457466016, 'reason': 'Signal', 'holding_days': 517}, {'entry_date': datetime.date(2024, 6, 7), 'exit_date': datetime.date(2025, 1, 31), 'entry_price': 30.850160598754883, 'exit_price': 22.719999313354492, 'shares': 5631, 'initial_investment': 173717.25433158875, 'final_value': 127680.44350123215, 'profit': -46036.8108303566, 'profit_pct': -26.50100072528332, 'reason': 'Signal', 'holding_days': 238}, {'entry_date': datetime.date(2025, 4, 29), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 17.579999923706055, 'exit_price': np.float64(21.649999618530273), 'shares': 7270, 'initial_investment': 127806.59944534302, 'final_value': np.float64(157080.70623226167), 'profit': np.float64(29274.10678691865), 'profit_pct': np.float64(22.905004056099497), 'reason': 'End of Data', 'holding_days': 31}]",6015.387238,Technology,Software - Infrastructure,25.77381,1.4228444,4.487,0.06467
