symbol,total_return_pct,total_trades,winning_trades,losing_trades,win_rate,total_wins_pct,total_losses_pct,avg_win_pct,avg_loss_pct,max_win_pct,max_loss_pct,profit_factor,avg_holding_days,max_holding_days,min_holding_days,max_consecutive_wins,max_consecutive_losses,trades_detail,market_cap_cr,sector,industry,pe_ratio,pb_ratio,debt_to_equity,roe
INDIAMART.NS,-5.112928446,4,2,2,50,11.02375185,15.40433628,6.234527898,8.091437508,5.884355757,10.0289186,0.715626539,248.5,567,6,1,1,"[{'entry_date': datetime.date(2022, 1, 18), 'exit_date': datetime.date(2022, 1, 24), 'entry_price': 3213.498779296875, 'exit_price': 2884.971435546875, 'shares': 30, 'initial_investment': 96404.96337890625, 'final_value': 86376.04478027344, 'profit': -10028.918598632808, 'profit_pct': -10.402906911769204, 'reason': 'Signal', 'holding_days': 6}, {'entry_date': datetime.date(2022, 4, 18), 'exit_date': datetime.date(2023, 11, 6), 'entry_price': 2399.789794921875, 'exit_price': 2563.954345703125, 'shares': 37, 'initial_investment': 88792.22241210938, 'final_value': 94676.57816943359, 'profit': 5884.355757324214, 'profit_pct': 6.627107191903908, 'reason': 'Signal', 'holding_days': 567}, {'entry_date': datetime.date(2023, 12, 11), 'exit_date': datetime.date(2024, 10, 21), 'entry_price': 2657.166259765625, 'exit_price': 2508.60009765625, 'shares': 35, 'initial_investment': 93000.81909179688, 'final_value': 87625.40141113281, 'profit': -5375.417680664061, 'profit_pct': -5.7799681047521, 'reason': 'Signal', 'holding_days': 315}, {'entry_date': datetime.date(2025, 2, 13), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 2199.35009765625, 'exit_price': np.float64(2332.5), 'shares': 40, 'initial_investment': 87974.00390625, 'final_value': np.float64(93113.4), 'profit': np.float64(5139.396093749994), 'profit_pct': np.float64(5.841948604756948), 'reason': 'End of Data', 'holding_days': 106}]",13996.18929,Communication Services,Internet Content & Information,25.44453,6.40473,1.512,0.28087
SMCGLOBAL.NS,0.657548869,1,1,0,100,0.855338287,0,0.864897924,0,0.855338287,0.855338287,inf,86,86,86,1,0,"[{'entry_date': datetime.date(2025, 3, 5), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 116.20999908447266, 'exit_price': np.float64(117.44999694824219), 'shares': 851, 'initial_investment': 98894.70922088623, 'final_value': np.float64(99750.0475081482), 'profit': np.float64(855.3382872619695), 'profit_pct': np.float64(0.8648979242676461), 'reason': 'End of Data', 'holding_days': 86}]",1232.837427,Financial Services,Capital Markets,8.4375,1.0398774,141.013,0
ERIS.NS,169.2733899,1,1,0,100,169.471184,0,171.3612777,0,169.471184,169.471184,inf,779,779,779,1,0,"[{'entry_date': datetime.date(2023, 4, 12), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 581.7471313476562, 'exit_price': np.float64(1581.800048828125), 'shares': 170, 'initial_investment': 98897.01232910156, 'final_value': np.float64(268368.1962841797), 'profit': np.float64(169471.18395507813), 'profit_pct': np.float64(171.36127772103518), 'reason': 'End of Data', 'holding_days': 779}]",21542.3746,Healthcare,Drug Manufacturers - Specialty & Generic,61.357643,7.536724,75.737,0.115389995
ZODIACLOTH.NS,41.09977576,2,2,0,100,41.52253127,0,19.30213184,0,27.73073546,13.79179581,inf,511,973,49,2,0,"[{'entry_date': datetime.date(2022, 7, 7), 'exit_date': datetime.date(2025, 3, 6), 'entry_price': 82.94999694824219, 'exit_price': 94.69999694824219, 'shares': 1193, 'initial_investment': 98959.34635925293, 'final_value': 112751.14216653442, 'profit': 13791.795807281494, 'profit_pct': 13.936829935409056, 'reason': 'Signal', 'holding_days': 973}, {'entry_date': datetime.date(2025, 4, 11), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 90.66000366210938, 'exit_price': np.float64(113.25), 'shares': 1240, 'initial_investment': 112418.40454101562, 'final_value': np.float64(140149.14), 'profit': np.float64(27730.73545898439), 'profit_pct': np.float64(24.66743374646176), 'reason': 'End of Data', 'holding_days': 49}]",294.3786496,Consumer Cyclical,Apparel Manufacturing,0,1.4358889,45.859,-0.16472
EXCELINDUS.NS,-5.447592332,7,3,4,42.85714286,40.60620716,44.70160615,15.65744669,10.74904292,21.81276461,19.50608452,0.908383628,150.2857143,371,5,2,4,"[{'entry_date': datetime.date(2021, 12, 17), 'exit_date': datetime.date(2022, 12, 23), 'entry_price': 847.1171264648438, 'exit_price': 1037.232666015625, 'shares': 116, 'initial_investment': 98265.58666992188, 'final_value': 120078.35127929687, 'profit': 21812.764609374994, 'profit_pct': 22.19776561518425, 'reason': 'Signal', 'holding_days': 371}, {'entry_date': datetime.date(2022, 12, 29), 'exit_date': datetime.date(2023, 2, 13), 'entry_price': 1122.2445068359375, 'exit_price': 941.8283081054688, 'shares': 107, 'initial_investment': 120080.16223144531, 'final_value': 100574.07770935059, 'profit': -19506.084522094723, 'profit_pct': -16.244218994723074, 'reason': 'Signal', 'holding_days': 46}, {'entry_date': datetime.date(2023, 2, 17), 'exit_date': datetime.date(2023, 2, 22), 'entry_price': 932.7163696289062, 'exit_price': 922.2745971679688, 'shares': 108, 'initial_investment': 100733.36791992188, 'final_value': 99406.44518115235, 'profit': -1326.9227387695282, 'profit_pct': -1.317262359205906, 'reason': 'Signal', 'holding_days': 5}, {'entry_date': datetime.date(2023, 5, 3), 'exit_date': datetime.date(2023, 5, 17), 'entry_price': 894.5447998046875, 'exit_price': 838.9375, 'shares': 111, 'initial_investment': 99294.47277832031, 'final_value': 92935.818375, 'profit': -6358.65440332031, 'profit_pct': -6.403835203915441, 'reason': 'Signal', 'holding_days': 14}, {'entry_date': datetime.date(2023, 6, 14), 'exit_date': datetime.date(2024, 3, 13), 'entry_price': 884.694091796875, 'exit_price': 717.7647705078125, 'shares': 104, 'initial_investment': 92008.185546875, 'final_value': 74498.24106054688, 'profit': -17509.944486328124, 'profit_pct': -19.03085511604553, 'reason': 'Signal', 'holding_days': 273}, {'entry_date': datetime.date(2024, 4, 12), 'exit_date': datetime.date(2025, 2, 10), 'entry_price': 899.697509765625, 'exit_price': 1108.699951171875, 'shares': 83, 'initial_investment': 74674.89331054688, 'final_value': 91838.0517553711, 'profit': 17163.15844482422, 'profit_pct': 22.983840597466436, 'reason': 'Signal', 'holding_days': 304}, {'entry_date': datetime.date(2025, 4, 21), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 1138.0, 'exit_price': np.float64(1160.699951171875), 'shares': 80, 'initial_investment': 91040.0, 'final_value': np.float64(92670.2841015625), 'profit': np.float64(1630.2841015625017), 'profit_pct': np.float64(1.7907338549675986), 'reason': 'End of Data', 'holding_days': 39}]",1459.649843,Basic Materials,Specialty Chemicals,17.094255,0.91835153,0.773,0.05658
WANBURY.NS,292.2334748,7,2,5,28.57142857,410.7881618,115.7026295,267.960161,11.70219403,337.5550217,61.49931672,3.55037879,133.8571429,656,5,1,3,"[{'entry_date': datetime.date(2022, 6, 15), 'exit_date': datetime.date(2022, 6, 20), 'entry_price': 59.900001525878906, 'exit_price': 57.20000076293945, 'shares': 1652, 'initial_investment': 98954.80252075195, 'final_value': 94305.41245785523, 'profit': -4649.390062896724, 'profit_pct': -4.698498652373838, 'reason': 'Signal', 'holding_days': 5}, {'entry_date': datetime.date(2022, 7, 4), 'exit_date': datetime.date(2022, 12, 2), 'entry_price': 65.0, 'exit_price': 50.45000076293945, 'shares': 1449, 'initial_investment': 94185.0, 'final_value': 72955.84700328828, 'profit': -21229.152996711724, 'profit_pct': -22.53984498244065, 'reason': 'Signal', 'holding_days': 151}, {'entry_date': datetime.date(2023, 2, 20), 'exit_date': datetime.date(2023, 3, 17), 'entry_price': 39.45000076293945, 'exit_price': 35.70000076293945, 'shares': 1850, 'initial_investment': 72982.50141143799, 'final_value': 65912.91140861511, 'profit': -7069.590002822879, 'profit_pct': -9.686691831742172, 'reason': 'Signal', 'holding_days': 25}, {'entry_date': datetime.date(2023, 3, 29), 'exit_date': datetime.date(2025, 1, 13), 'entry_price': 37.150001525878906, 'exit_price': 228.10000610351562, 'shares': 1772, 'initial_investment': 65829.80270385742, 'final_value': 403384.82439379883, 'profit': 337555.0216899414, 'profit_pct': 512.7693048215102, 'reason': 'Signal', 'holding_days': 656}, {'entry_date': datetime.date(2025, 1, 23), 'exit_date': datetime.date(2025, 2, 13), 'entry_price': 240.64999389648438, 'exit_price': 228.30999755859375, 'shares': 1661, 'initial_investment': 399719.63986206055, 'final_value': 378464.46013293456, 'profit': -21255.179729125986, 'profit_pct': -5.317521985274716, 'reason': 'Signal', 'holding_days': 21}, {'entry_date': datetime.date(2025, 2, 19), 'exit_date': datetime.date(2025, 2, 28), 'entry_price': 204.33999633789062, 'exit_price': 171.44000244140625, 'shares': 1850, 'initial_investment': 378028.99322509766, 'final_value': 316529.67650756834, 'profit': -61499.31671752932, 'profit_pct': -16.268412693126294, 'reason': 'Signal', 'holding_days': 9}, {'entry_date': datetime.date(2025, 3, 21), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 240.9199981689453, 'exit_price': np.float64(297.2900085449219), 'shares': 1313, 'initial_investment': 316327.9575958252, 'final_value': np.float64(389561.0976570434), 'profit': np.float64(73233.14006121823), 'profit_pct': np.float64(23.15101726000103), 'reason': 'End of Data', 'holding_days': 70}]",976.2320384,Healthcare,Drug Manufacturers - Specialty & Generic,33.105793,16.440304,298.477,0.70013
MALLCOM.NS,-5.009316425,2,1,1,50,9.965026059,14.61019819,11.88043569,14.87883082,9.965026059,14.61019819,0.682059608,222.5,423,22,1,1,"[{'entry_date': datetime.date(2024, 2, 21), 'exit_date': datetime.date(2024, 3, 14), 'entry_price': 991.8639526367188, 'exit_price': 845.9781494140625, 'shares': 99, 'initial_investment': 98194.53131103516, 'final_value': 83584.3331184082, 'profit': -14610.198192626951, 'profit_pct': -14.878830824446379, 'reason': 'Signal', 'holding_days': 22}, {'entry_date': datetime.date(2024, 4, 2), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 1010.5736694335938, 'exit_price': np.float64(1132.9000244140625), 'shares': 83, 'initial_investment': 83877.61456298828, 'final_value': np.float64(93842.64062231446), 'profit': np.float64(9965.026059326177), 'profit_pct': np.float64(11.880435693414833), 'reason': 'End of Data', 'holding_days': 423}]",706.9296128,Industrials,Security & Protection Services,12.31547,2.3669493,38.775,0.21425
WESTLIFE.NS,40.63339579,2,1,1,50,61.27061585,20.12161308,62.04224537,12.65134654,61.27061585,20.12161308,3.045015109,579.5,980,179,1,1,"[{'entry_date': datetime.date(2022, 3, 22), 'exit_date': datetime.date(2024, 11, 26), 'entry_price': 457.20501708984375, 'exit_price': 742.3499755859375, 'shares': 216, 'initial_investment': 98756.28369140625, 'final_value': 160026.89953710936, 'profit': 61270.61584570311, 'profit_pct': 62.04224536958236, 'reason': 'Signal', 'holding_days': 980}, {'entry_date': datetime.date(2024, 12, 2), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 764.6500244140625, 'exit_price': np.float64(669.25), 'shares': 208, 'initial_investment': 159047.205078125, 'final_value': np.float64(138925.592), 'profit': np.float64(-20121.613078124996), 'profit_pct': np.float64(-12.65134654094747), 'reason': 'End of Data', 'holding_days': 179}]",10403.55901,Consumer Cyclical,Restaurants,836.5625,16.88405,268.966,0.020380002
UGROCAP.NS,-23.94592631,4,1,3,25,14.12745391,37.34009732,14.29580895,11.45167719,14.12745391,34.30680893,0.378345396,276.5,756,6,1,3,"[{'entry_date': datetime.date(2022, 2, 16), 'exit_date': datetime.date(2024, 3, 13), 'entry_price': 194.14999389648438, 'exit_price': 222.35000610351562, 'shares': 509, 'initial_investment': 98822.34689331055, 'final_value': 112949.80080047608, 'profit': 14127.45390716553, 'profit_pct': 14.295808945336677, 'reason': 'Signal', 'holding_days': 756}, {'entry_date': datetime.date(2024, 4, 18), 'exit_date': datetime.date(2025, 2, 11), 'entry_price': 256.6000061035156, 'exit_price': 178.80999755859375, 'shares': 439, 'initial_investment': 112647.40267944336, 'final_value': 78340.59375036621, 'profit': -34306.808929077146, 'profit_pct': -30.455037677790752, 'reason': 'Signal', 'holding_days': 299}, {'entry_date': datetime.date(2025, 4, 2), 'exit_date': datetime.date(2025, 4, 8), 'entry_price': 172.69000244140625, 'exit_price': 169.00999450683594, 'shares': 455, 'initial_investment': 78573.95111083984, 'final_value': 76745.74840560913, 'profit': -1828.2027052307094, 'profit_pct': -2.326728743285121, 'reason': 'Signal', 'holding_days': 6}, {'entry_date': datetime.date(2025, 4, 15), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 180.22999572753906, 'exit_price': np.float64(177.75), 'shares': 425, 'initial_investment': 76597.7481842041, 'final_value': np.float64(75392.6625), 'profit': np.float64(-1205.0856842040957), 'profit_pct': np.float64(-1.5732651582734218), 'reason': 'End of Data', 'holding_days': 45}]",1634.327654,Financial Services,Credit Services,13.364661,0.7986359,337.38,0.082609996
ABDL.NS,-5.380260746,3,1,2,33.33333333,18.99989673,23.87138157,25.42072866,12.75502645,18.99989673,17.9491561,0.795927821,27.33333333,40,10,1,2,"[{'entry_date': datetime.date(2025, 1, 24), 'exit_date': datetime.date(2025, 3, 5), 'entry_price': 394.45001220703125, 'exit_price': 323.29998779296875, 'shares': 250, 'initial_investment': 98612.50305175781, 'final_value': 80663.3469543457, 'profit': -17949.15609741211, 'profit_pct': -18.20170418754233, 'reason': 'Signal', 'holding_days': 40}, {'entry_date': datetime.date(2025, 3, 7), 'exit_date': datetime.date(2025, 3, 17), 'entry_price': 334.8500061035156, 'exit_price': 311.0, 'shares': 242, 'initial_investment': 81033.70147705078, 'final_value': 75111.476, 'profit': -5922.225477050786, 'profit_pct': -7.308348710601595, 'reason': 'Signal', 'holding_days': 10}, {'entry_date': datetime.date(2025, 4, 28), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 318.04998779296875, 'exit_price': np.float64(399.70001220703125), 'shares': 235, 'initial_investment': 74741.74713134766, 'final_value': np.float64(93741.64386291504), 'profit': np.float64(18999.89673156738), 'profit_pct': np.float64(25.420728656740987), 'reason': 'End of Data', 'holding_days': 32}]",11180.00988,Consumer Defensive,Beverages - Wineries & Distilleries,55.5911,3.6251009,57.92,0.11031
JINDALPHOT.NS,2068.772021,5,5,0,100,2076.125139,0,99.77768336,0,677.7965777,130.3179885,inf,308,786,65,5,0,"[{'entry_date': datetime.date(2020, 12, 23), 'exit_date': datetime.date(2021, 4, 20), 'entry_price': 24.899999618530273, 'exit_price': 57.79999923706055, 'shares': 3975, 'initial_investment': 98977.49848365784, 'final_value': 229295.48697338105, 'profit': 130317.98848972321, 'profit_pct': 131.6642575193391, 'reason': 'Signal', 'holding_days': 118}, {'entry_date': datetime.date(2021, 4, 29), 'exit_date': datetime.date(2022, 5, 5), 'entry_price': 62.70000076293945, 'exit_price': 212.5, 'shares': 3633, 'initial_investment': 227789.10277175903, 'final_value': 770468.475, 'profit': 542679.372228241, 'profit_pct': 238.2376354377219, 'reason': 'Signal', 'holding_days': 371}, {'entry_date': datetime.date(2022, 6, 6), 'exit_date': datetime.date(2022, 12, 23), 'entry_price': 216.10000610351562, 'exit_price': 272.3500061035156, 'shares': 3538, 'initial_investment': 764561.8215942383, 'final_value': 961647.1729510498, 'profit': 197085.35135681147, 'profit_pct': 25.777555953010552, 'reason': 'Signal', 'holding_days': 200}, {'entry_date': datetime.date(2022, 12, 28), 'exit_date': datetime.date(2025, 2, 21), 'entry_price': 354.8500061035156, 'exit_price': 607.0999755859375, 'shares': 2700, 'initial_investment': 958095.0164794922, 'final_value': 1635891.594213867, 'profit': 677796.5777343749, 'profit_pct': 70.74419197220435, 'reason': 'Signal', 'holding_days': 786}, {'entry_date': datetime.date(2025, 3, 26), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 643.9000244140625, 'exit_price': np.float64(854.6500244140625), 'shares': 2527, 'initial_investment': 1627135.361694336, 'final_value': np.float64(2155381.2104709474), 'profit': np.float64(528245.8487766115), 'profit_pct': np.float64(32.46477590079224), 'reason': 'End of Data', 'holding_days': 65}]",877.802496,Financial Services,Asset Management,3.8805394,0.37555447,2.441,0
EMAMIPAP.NS,-18.23601576,2,0,2,0,0,17.85622682,0,9.465381515,-7.895643326,9.960583495,0,369.5,562,177,0,2,"[{'entry_date': datetime.date(2023, 4, 18), 'exit_date': datetime.date(2024, 10, 31), 'entry_price': 115.43025970458984, 'exit_price': 106.43000030517578, 'shares': 857, 'initial_investment': 98923.7325668335, 'final_value': 91028.08924101257, 'profit': -7895.643325820929, 'profit_pct': -7.981546107236282, 'reason': 'Signal', 'holding_days': 562}, {'entry_date': datetime.date(2024, 12, 4), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 110.66999816894531, 'exit_price': np.float64(98.75), 'shares': 822, 'initial_investment': 90970.73849487305, 'final_value': np.float64(81010.155), 'profit': np.float64(-9960.583494873048), 'profit_pct': np.float64(-10.949216923675307), 'reason': 'End of Data', 'holding_days': 177}]",597.4276096,Basic Materials,Paper & Paper Products,29.743977,1.6822541,95.851,0.03583
POLYCAB.NS,118.9367853,5,4,1,80,156.8145712,36.07367784,31.28340134,15.14019786,85.17665143,36.07367784,4.34706358,148.6,368,3,3,1,"[{'entry_date': datetime.date(2023, 1, 6), 'exit_date': datetime.date(2024, 1, 9), 'entry_price': 2593.615966796875, 'exit_price': 4844.79638671875, 'shares': 38, 'initial_investment': 98557.40673828125, 'final_value': 183734.0581699219, 'profit': 85176.65143164064, 'profit_pct': 86.42338942402051, 'reason': 'Signal', 'holding_days': 368}, {'entry_date': datetime.date(2024, 1, 16), 'exit_date': datetime.date(2024, 1, 19), 'entry_price': 4320.908203125, 'exit_price': 4402.43310546875, 'shares': 42, 'initial_investment': 181478.14453125, 'final_value': 184532.38604882814, 'profit': 3054.2415175781352, 'profit_pct': 1.682980353070672, 'reason': 'Signal', 'holding_days': 3}, {'entry_date': datetime.date(2024, 2, 23), 'exit_date': datetime.date(2025, 1, 13), 'entry_price': 4779.79541015625, 'exit_price': 6251.7998046875, 'shares': 38, 'initial_investment': 181632.2255859375, 'final_value': 237093.25579296876, 'profit': 55461.03020703126, 'profit_pct': 30.534796360126315, 'reason': 'Signal', 'holding_days': 325}, {'entry_date': datetime.date(2025, 1, 20), 'exit_date': datetime.date(2025, 1, 30), 'entry_price': 6807.5498046875, 'exit_price': 5788.4501953125, 'shares': 35, 'initial_investment': 238264.2431640625, 'final_value': 202190.5653222656, 'profit': -36073.67784179689, 'profit_pct': -15.140197858793902, 'reason': 'Signal', 'holding_days': 10}, {'entry_date': datetime.date(2025, 4, 23), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 5614.5, 'exit_price': np.float64(5991.0), 'shares': 36, 'initial_investment': 202122.0, 'final_value': np.float64(215244.648), 'profit': np.float64(13122.647999999986), 'profit_pct': np.float64(6.492439219877097), 'reason': 'End of Data', 'holding_days': 37}]",90132.80113,Industrials,Electrical Equipment & Parts,44.84281,9.172514,2.423,0.22540002
VINATIORGA.NS,-10.0632193,3,1,2,33.33333333,8.983217191,18.50074072,11.32485559,9.650319919,8.983217191,16.55560631,0.485559866,253.6666667,402,49,1,2,"[{'entry_date': datetime.date(2023, 4, 3), 'exit_date': datetime.date(2023, 5, 22), 'entry_price': 1813.044189453125, 'exit_price': 1780.5843505859375, 'shares': 54, 'initial_investment': 97904.38623046875, 'final_value': 95959.25182177735, 'profit': -1945.1344086914032, 'profit_pct': -1.986769422273401, 'reason': 'Signal', 'holding_days': 49}, {'entry_date': datetime.date(2023, 5, 30), 'exit_date': datetime.date(2024, 4, 4), 'entry_price': 1804.1600341796875, 'exit_price': 1494.7796630859375, 'shares': 53, 'initial_investment': 95620.48181152344, 'final_value': 79064.87549926758, 'profit': -16555.606312255855, 'profit_pct': -17.313870416265466, 'reason': 'Signal', 'holding_days': 310}, {'entry_date': datetime.date(2024, 4, 23), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 1652.5628662109375, 'exit_price': np.float64(1843.4000244140625), 'shares': 48, 'initial_investment': 79323.017578125, 'final_value': np.float64(88306.23476953125), 'profit': np.float64(8983.21719140625), 'profit_pct': np.float64(11.324855591327832), 'reason': 'End of Data', 'holding_days': 402}]",19109.79133,Basic Materials,Specialty Chemicals,47.169907,6.8407087,2.242,0.15424
PRAKASH.NS,103.489858,5,2,3,40,142.1926165,37.86763377,109.4953639,13.9027263,138.5659794,24.60163994,3.754990801,235.8,780,4,1,3,"[{'entry_date': datetime.date(2021, 12, 20), 'exit_date': datetime.date(2021, 12, 24), 'entry_price': 51.331764221191406, 'exit_price': 53.31943893432617, 'shares': 1928, 'initial_investment': 98967.64141845703, 'final_value': 102594.2785088501, 'profit': 3626.6370903930656, 'profit_pct': 3.664467535463277, 'reason': 'Signal', 'holding_days': 4}, {'entry_date': datetime.date(2022, 1, 13), 'exit_date': datetime.date(2022, 6, 20), 'entry_price': 60.97199249267578, 'exit_price': 46.412261962890625, 'shares': 1679, 'initial_investment': 102371.97539520264, 'final_value': 77770.33546002198, 'profit': -24601.63993518066, 'profit_pct': -24.03161591852368, 'reason': 'Signal', 'holding_days': 158}, {'entry_date': datetime.date(2022, 7, 27), 'exit_date': datetime.date(2022, 12, 23), 'entry_price': 50.03976821899414, 'exit_price': 47.80363082885742, 'shares': 1555, 'initial_investment': 77811.83958053589, 'final_value': 74185.97664699555, 'profit': -3625.8629335403384, 'profit_pct': -4.65978307811055, 'reason': 'Signal', 'holding_days': 149}, {'entry_date': datetime.date(2023, 1, 2), 'exit_date': datetime.date(2023, 3, 31), 'entry_price': 58.0401725769043, 'exit_price': 50.58638381958008, 'shares': 1276, 'initial_investment': 74059.26020812988, 'final_value': 64419.12930227661, 'profit': -9640.130905853272, 'profit_pct': -13.016779912142603, 'reason': 'Signal', 'holding_days': 88}, {'entry_date': datetime.date(2023, 4, 11), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 52.27590560913086, 'exit_price': np.float64(165.1699981689453), 'shares': 1231, 'initial_investment': 64351.63980484009, 'final_value': np.float64(202917.61921047972), 'profit': np.float64(138565.97940563963), 'profit_pct': np.float64(215.3262602567241), 'reason': 'End of Data', 'holding_days': 780}]",2960.226304,Basic Materials,Steel,8.320907,0.8912836,12.751,0.11209
MADHAV.NS,7.588098376,2,1,1,50,8.525850835,0.54330202,8.677276615,0.548954586,8.525850835,0.54330202,15.69265439,170,339,1,1,1,"[{'entry_date': datetime.date(2024, 6, 4), 'exit_date': datetime.date(2024, 6, 5), 'entry_price': 42.900001525878906, 'exit_price': 42.75, 'shares': 2307, 'initial_investment': 98970.30352020264, 'final_value': 98427.0015, 'profit': -543.3020202026382, 'profit_pct': -0.5489545862529712, 'reason': 'Signal', 'holding_days': 1}, {'entry_date': datetime.date(2024, 6, 25), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 43.16999816894531, 'exit_price': np.float64(47.0099983215332), 'shares': 2276, 'initial_investment': 98254.91583251953, 'final_value': np.float64(106780.76666744995), 'profit': np.float64(8525.850834930417), 'profit_pct': np.float64(8.677276615312724), 'reason': 'End of Data', 'holding_days': 339}]",42.0598464,Industrials,Building Products & Equipment,142.45453,0.33588648,7.261,0
ABBOTINDIA.NS,60.08222479,2,2,0,100,60.54235582,0,34.45494861,0,54.49540191,6.046953906,inf,588,930,246,2,0,"[{'entry_date': datetime.date(2022, 3, 3), 'exit_date': datetime.date(2024, 9, 18), 'entry_price': 16828.404296875, 'exit_price': 27783.05078125, 'shares': 5, 'initial_investment': 84142.021484375, 'final_value': 138637.4233984375, 'profit': 54495.4019140625, 'profit_pct': 64.76597656283096, 'reason': 'Signal', 'holding_days': 930}, {'entry_date': datetime.date(2024, 9, 26), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 29184.69921875, 'exit_price': np.float64(30455.0), 'shares': 5, 'initial_investment': 145923.49609375, 'final_value': np.float64(151970.45), 'profit': np.float64(6046.953906250012), 'profit_pct': np.float64(4.143920662622478), 'reason': 'End of Data', 'holding_days': 246}]",64714.74217,Healthcare,Drug Manufacturers - Specialty & Generic,45.662407,15.288532,4.646,0.35664
SYMPHONY.NS,12.90672677,3,1,2,33.33333333,30.92084292,17.48275785,38.17253181,9.203137282,30.92084292,12.82881018,1.768647897,431.6666667,707,293,1,2,"[{'entry_date': datetime.date(2021, 9, 3), 'exit_date': datetime.date(2022, 6, 23), 'entry_price': 931.7601318359375, 'exit_price': 812.3583374023438, 'shares': 106, 'initial_investment': 98766.57397460938, 'final_value': 85937.76379711914, 'profit': -12828.810177490232, 'profit_pct': -12.989020132244564, 'reason': 'Signal', 'holding_days': 293}, {'entry_date': datetime.date(2022, 7, 27), 'exit_date': datetime.date(2023, 5, 18), 'entry_price': 913.93310546875, 'exit_price': 866.1553344726562, 'shares': 94, 'initial_investment': 85909.7119140625, 'final_value': 81255.76423754882, 'profit': -4653.947676513679, 'profit_pct': -5.417254432384935, 'reason': 'Signal', 'holding_days': 295}, {'entry_date': datetime.date(2023, 6, 23), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 880.4658813476562, 'exit_price': np.float64(1219.0), 'shares': 92, 'initial_investment': 81002.86108398438, 'final_value': np.float64(111923.704), 'profit': np.float64(30920.842916015623), 'profit_pct': np.float64(38.17253181212533), 'reason': 'End of Data', 'holding_days': 707}]",8371.043533,Consumer Cyclical,"Furnishings, Fixtures & Appliances",39.52659,11.1102,18.66,0.28212
THEINVEST.NS,84.8607068,2,1,1,50,93.17497319,7.734285053,94.11841813,4.04951078,93.17497319,7.734285053,12.04700532,358.5,680,37,1,1,"[{'entry_date': datetime.date(2023, 4, 19), 'exit_date': datetime.date(2025, 2, 27), 'entry_price': 74.0999984741211, 'exit_price': 144.1300048828125, 'shares': 1336, 'initial_investment': 98997.59796142578, 'final_value': 192172.57115039064, 'profit': 93174.97318896485, 'profit_pct': 94.11841813098364, 'reason': 'Signal', 'holding_days': 680}, {'entry_date': datetime.date(2025, 4, 23), 'exit_date': datetime.date(2025, 5, 30), 'entry_price': 149.3300018310547, 'exit_price': np.float64(143.57000732421875), 'shares': 1279, 'initial_investment': 190993.07234191895, 'final_value': np.float64(183258.78728894042), 'profit': np.float64(-7734.285052978521), 'profit_pct': np.float64(-4.049510779706437), 'reason': 'End of Data', 'holding_days': 37}]",750.0412928,Financial Services,Capital Markets,17.637592,1.0645382,50.226,0.06375
